"","yearly_id","WR","snap_count","team_snaps","snap_personnel_usage"
"2285","2021_00-0034669",2,6,11,54.5454545454545
"2286","2021_00-0034669",3,1,43,2.32558139534884
"2287","2021_00-0034669",4,1,1,100
"2288","2021_00-0034672",1,6,10,60
"2289","2021_00-0034672",2,12,48,25
"2290","2021_00-0034672",3,0,37,0
"2291","2021_00-0034672",4,0,5,0
"2292","2021_00-0034676",0,0,3,0
"2293","2021_00-0034676",1,0,36,0
"2294","2021_00-0034676",2,44,205,21.4634146341463
"2295","2021_00-0034676",3,442,810,54.5679012345679
"2296","2021_00-0034676",4,6,6,100
"2297","2021_00-0034678",1,59,59,100
"2298","2021_00-0034678",2,254,254,100
"2299","2021_00-0034678",3,821,821,100
"2300","2021_00-0034678",4,27,27,100
"2301","2021_00-0034678",5,3,3,100
"2302","2021_00-0034681",1,20,38,52.6315789473684
"2303","2021_00-0034681",2,117,207,56.5217391304348
"2304","2021_00-0034681",3,256,429,59.6736596736597
"2305","2021_00-0034681",4,91,150,60.6666666666667
"2306","2021_00-0034681",5,0,1,0
"2307","2021_00-0034686",1,15,19,78.9473684210526
"2308","2021_00-0034686",2,11,55,20
"2309","2021_00-0034686",3,54,311,17.3633440514469
"2310","2021_00-0034686",4,7,8,87.5
"2311","2021_00-0034686",5,3,3,100
"2312","2021_00-0034687",0,0,3,0
"2313","2021_00-0034687",1,0,9,0
"2314","2021_00-0034687",2,11,62,17.741935483871
"2315","2021_00-0034687",3,63,144,43.75
"2316","2021_00-0034687",4,0,6,0
"2317","2021_00-0034729",1,7,8,87.5
"2318","2021_00-0034729",2,36,89,40.4494382022472
"2319","2021_00-0034729",3,117,261,44.8275862068966
"2320","2021_00-0034729",NA,3,7,42.8571428571429
"2321","2021_00-0034735",1,7,7,100
"2322","2021_00-0034735",2,2,25,8
"2323","2021_00-0034735",3,7,100,7
"2324","2021_00-0034735",4,0,6,0
"2325","2021_00-0034747",1,0,4,0
"2326","2021_00-0034747",2,0,20,0
"2327","2021_00-0034747",3,1,45,2.22222222222222
"2328","2021_00-0034750",1,11,30,36.6666666666667
"2329","2021_00-0034750",2,112,175,64
"2330","2021_00-0034750",3,127,379,33.509234828496
"2331","2021_00-0034750",4,0,1,0
"2332","2021_00-0034750",NA,7,14,50
"2333","2021_00-0034752",0,1,1,100
"2334","2021_00-0034752",1,100,103,97.0873786407767
"2335","2021_00-0034752",2,308,311,99.0353697749196
"2336","2021_00-0034752",3,929,929,100
"2337","2021_00-0034752",4,4,4,100
"2338","2021_00-0034753",0,6,6,100
"2339","2021_00-0034753",1,163,200,81.5
"2340","2021_00-0034753",2,252,366,68.8524590163934
"2341","2021_00-0034753",3,482,620,77.741935483871
"2342","2021_00-0034753",4,27,33,81.8181818181818
"2343","2021_00-0034759",0,8,8,100
"2344","2021_00-0034759",1,118,118,100
"2345","2021_00-0034759",2,322,322,100
"2346","2021_00-0034759",3,765,765,100
"2347","2021_00-0034759",4,2,2,100
"2348","2021_00-0034762",0,9,9,100
"2349","2021_00-0034762",1,53,53,100
"2350","2021_00-0034762",2,260,260,100
"2351","2021_00-0034762",3,558,560,99.6428571428571
"2352","2021_00-0034762",4,9,9,100
"2353","2021_00-0034763",0,2,2,100
"2354","2021_00-0034763",1,80,91,87.9120879120879
"2355","2021_00-0034763",2,211,221,95.4751131221719
"2356","2021_00-0034763",3,653,667,97.9010494752624
"2357","2021_00-0034763",4,1,1,100
"2358","2021_00-0034764",1,1,17,5.88235294117647
"2359","2021_00-0034764",2,83,123,67.479674796748
"2360","2021_00-0034764",3,327,407,80.3439803439803
"2361","2021_00-0034764",4,7,8,87.5
"2362","2021_00-0034765",1,13,52,25
"2363","2021_00-0034765",2,74,110,67.2727272727273
"2364","2021_00-0034765",3,257,297,86.5319865319865
"2365","2021_00-0034765",4,65,75,86.6666666666667
"2366","2021_00-0034766",0,1,1,100
"2367","2021_00-0034766",1,17,93,18.2795698924731
"2368","2021_00-0034766",2,116,357,32.4929971988796
"2369","2021_00-0034766",3,42,507,8.28402366863905
"2370","2021_00-0034766",4,4,93,4.3010752688172
"2371","2021_00-0034768",0,4,4,100
"2372","2021_00-0034768",1,49,49,100
"2373","2021_00-0034768",2,224,225,99.5555555555556
"2374","2021_00-0034768",3,813,860,94.5348837209302
"2375","2021_00-0034768",4,6,6,100
"2376","2021_00-0034771",1,6,6,100
"2377","2021_00-0034771",2,21,24,87.5
"2378","2021_00-0034771",3,71,125,56.8
"2379","2021_00-0034771",4,0,6,0
"2380","2021_00-0034775",1,7,47,14.8936170212766
"2381","2021_00-0034775",2,136,286,47.5524475524476
"2382","2021_00-0034775",3,582,669,86.9955156950673
"2383","2021_00-0034775",4,166,166,100
"2384","2021_00-0034775",5,1,1,100
"2385","2021_00-0034777",1,0,1,0
"2386","2021_00-0034777",2,38,60,63.3333333333333
"2387","2021_00-0034777",3,132,191,69.1099476439791
"2388","2021_00-0034777",4,3,6,50
"2389","2021_00-0034777",5,1,1,100
"2390","2021_00-0034785",1,48,48,100
"2391","2021_00-0034785",2,162,162,100
"2392","2021_00-0034785",3,191,191,100
"2393","2021_00-0034785",4,26,26,100
"2394","2021_00-0034791",0,6,12,50
"2395","2021_00-0034791",1,133,204,65.1960784313726
"2396","2021_00-0034791",2,190,299,63.5451505016722
"2397","2021_00-0034791",3,146,393,37.1501272264631
"2398","2021_00-0034791",4,0,1,0
"2399","2021_00-0034796",0,5,5,100
"2400","2021_00-0034796",1,140,143,97.9020979020979
"2401","2021_00-0034796",2,261,265,98.4905660377358
"2402","2021_00-0034796",3,372,439,84.7380410022779
"2403","2021_00-0034796",4,10,13,76.9230769230769
"2404","2021_00-0034798",0,1,1,100
"2405","2021_00-0034798",1,72,72,100
"2406","2021_00-0034798",2,508,698,72.7793696275072
"2407","2021_00-0034798",3,80,330,24.2424242424242
"2408","2021_00-0034798",4,3,5,60
"2409","2021_00-0034799",0,0,3,0
"2410","2021_00-0034799",1,3,37,8.10810810810811
"2411","2021_00-0034799",2,12,156,7.69230769230769
"2412","2021_00-0034799",3,71,518,13.7065637065637
"2413","2021_00-0034803",2,49,70,70
"2414","2021_00-0034803",3,187,367,50.9536784741144
"2415","2021_00-0034803",4,5,8,62.5
"2416","2021_00-0034803",NA,1,1,100
"2417","2021_00-0034804",1,0,2,0
"2418","2021_00-0034804",2,104,122,85.2459016393443
"2419","2021_00-0034804",3,977,1070,91.3084112149533
"2420","2021_00-0034804",4,21,21,100
"2421","2021_00-0034804",NA,1,1,100
"2422","2021_00-0034808",0,0,1,0
"2423","2021_00-0034808",1,3,23,13.0434782608696
"2424","2021_00-0034808",2,1,15,6.66666666666667
"2425","2021_00-0034808",3,0,34,0
"2426","2021_00-0034816",1,10,40,25
"2427","2021_00-0034816",2,60,199,30.1507537688442
"2428","2021_00-0034816",3,93,704,13.2102272727273
"2429","2021_00-0034816",4,1,27,3.7037037037037
"2430","2021_00-0034816",5,0,3,0
"2431","2021_00-0034817",1,22,45,48.8888888888889
"2432","2021_00-0034817",2,146,218,66.9724770642202
"2433","2021_00-0034817",3,342,432,79.1666666666667
"2434","2021_00-0034817",4,2,2,100
"2435","2021_00-0034827",0,0,4,0
"2436","2021_00-0034827",1,37,80,46.25
"2437","2021_00-0034827",2,242,290,83.448275862069
"2438","2021_00-0034827",3,659,721,91.4008321775312
"2439","2021_00-0034827",4,4,4,100
"2440","2021_00-0034829",0,1,1,100
"2441","2021_00-0034829",1,49,72,68.0555555555556
"2442","2021_00-0034829",2,519,698,74.3553008595989
"2443","2021_00-0034829",3,227,330,68.7878787878788
"2444","2021_00-0034829",4,1,5,20
"2445","2021_00-0034830",0,8,9,88.8888888888889
"2446","2021_00-0034830",1,117,154,75.974025974026
"2447","2021_00-0034830",2,206,364,56.5934065934066
"2448","2021_00-0034830",3,49,216,22.6851851851852
"2449","2021_00-0034830",4,0,1,0
"2450","2021_00-0034833",1,23,40,57.5
"2451","2021_00-0034833",2,302,337,89.6142433234421
"2452","2021_00-0034833",3,503,567,88.7125220458554
"2453","2021_00-0034833",4,5,6,83.3333333333333
"2454","2021_00-0034836",1,47,48,97.9166666666667
"2455","2021_00-0034836",2,204,210,97.1428571428571
"2456","2021_00-0034836",3,449,458,98.0349344978166
"2457","2021_00-0034836",4,6,6,100
"2458","2021_00-0034837",0,0,5,0
"2459","2021_00-0034837",1,71,82,86.5853658536585
"2460","2021_00-0034837",2,136,153,88.8888888888889
"2461","2021_00-0034837",3,92,104,88.4615384615385
"2462","2021_00-0034838",0,1,3,33.3333333333333
"2463","2021_00-0034838",1,10,58,17.2413793103448
"2464","2021_00-0034838",2,57,210,27.1428571428571
"2465","2021_00-0034838",3,138,551,25.0453720508167
"2466","2021_00-0034838",4,0,4,0
"2467","2021_00-0034844",0,2,6,33.3333333333333
"2468","2021_00-0034844",1,26,38,68.4210526315789
"2469","2021_00-0034844",2,127,190,66.8421052631579
"2470","2021_00-0034844",3,273,464,58.8362068965517
"2471","2021_00-0034844",4,0,3,0
"2472","2021_00-0034845",1,2,2,100
"2473","2021_00-0034845",2,70,136,51.4705882352941
"2474","2021_00-0034845",3,496,1104,44.9275362318841
"2475","2021_00-0034845",4,21,26,80.7692307692308
"2476","2021_00-0034845",NA,0,1,0
"2477","2021_00-0034847",0,5,5,100
"2478","2021_00-0034847",1,41,41,100
"2479","2021_00-0034847",2,211,224,94.1964285714286
"2480","2021_00-0034847",3,213,241,88.3817427385892
"2481","2021_00-0034854",1,0,26,0
"2482","2021_00-0034854",2,52,177,29.3785310734463
"2483","2021_00-0034854",3,165,524,31.4885496183206
"2484","2021_00-0034854",4,15,43,34.8837209302326
"2485","2021_00-0034855",0,14,14,100
"2486","2021_00-0034855",1,197,204,96.5686274509804
"2487","2021_00-0034855",2,238,254,93.7007874015748
"2488","2021_00-0034855",3,417,433,96.3048498845266
"2489","2021_00-0034855",4,2,2,100
"2490","2021_00-0034857",1,5,5,100
"2491","2021_00-0034857",2,151,178,84.8314606741573
"2492","2021_00-0034857",3,874,877,99.6579247434436
"2493","2021_00-0034857",4,95,95,100
"2494","2021_00-0034857",5,10,10,100
"2495","2021_00-0034860",0,0,3,0
"2496","2021_00-0034860",1,0,13,0
"2497","2021_00-0034860",2,7,68,10.2941176470588
"2498","2021_00-0034860",3,71,117,60.6837606837607
"2499","2021_00-0034860",4,6,6,100
"2500","2021_00-0034867",1,12,24,50
"2501","2021_00-0034867",2,7,176,3.97727272727273
"2502","2021_00-0034867",3,95,576,16.4930555555556
"2503","2021_00-0034867",4,2,11,18.1818181818182
"2504","2021_00-0034867",5,2,2,100
"2505","2021_00-0034869",0,3,4,75
"2506","2021_00-0034869",1,47,54,87.037037037037
"2507","2021_00-0034869",2,219,234,93.5897435897436
"2508","2021_00-0034869",3,511,548,93.2481751824817
"2509","2021_00-0034869",4,3,3,100
"2510","2021_00-0034899",1,0,2,0
"2511","2021_00-0034899",2,16,23,69.5652173913043
"2512","2021_00-0034899",3,5,165,3.03030303030303
"2513","2021_00-0034928",1,0,6,0
"2514","2021_00-0034928",2,5,21,23.8095238095238
"2515","2021_00-0034928",3,0,61,0
"2516","2021_00-0034929",0,1,1,100
"2517","2021_00-0034929",1,14,17,82.3529411764706
"2518","2021_00-0034929",2,8,14,57.1428571428571
"2519","2021_00-0034929",3,17,31,54.8387096774194
"2520","2021_00-0034930",1,10,16,62.5
"2521","2021_00-0034930",2,47,123,38.2113821138211
"2522","2021_00-0034930",3,177,336,52.6785714285714
"2523","2021_00-0034930",4,14,15,93.3333333333333
"2524","2021_00-0034937",0,1,1,100
"2525","2021_00-0034937",1,24,26,92.3076923076923
"2526","2021_00-0034937",2,64,65,98.4615384615385
"2527","2021_00-0034937",3,337,339,99.4100294985251
"2528","2021_00-0034937",4,6,6,100
"2529","2021_00-0034951",1,10,13,76.9230769230769
"2530","2021_00-0034951",2,1,21,4.76190476190476
"2531","2021_00-0034951",3,11,142,7.74647887323944
"2532","2021_00-0034951",4,0,2,0
"2533","2021_00-0034955",1,0,11,0
"2534","2021_00-0034955",2,4,20,20
"2535","2021_00-0034955",3,0,29,0
"2536","2021_00-0034957",0,0,1,0
"2537","2021_00-0034957",1,8,26,30.7692307692308
"2538","2021_00-0034957",2,54,104,51.9230769230769
"2539","2021_00-0034957",3,110,205,53.6585365853659
"2540","2021_00-0034959",0,6,6,100
"2541","2021_00-0034959",1,32,57,56.140350877193
"2542","2021_00-0034959",2,11,192,5.72916666666667
"2543","2021_00-0034959",3,1,411,0.24330900243309
"2544","2021_00-0034960",1,2,42,4.76190476190476
"2545","2021_00-0034960",2,335,380,88.1578947368421
"2546","2021_00-0034960",3,624,637,97.9591836734694
"2547","2021_00-0034960",4,6,6,100
"2548","2021_00-0034972",0,0,1,0
"2549","2021_00-0034972",1,34,87,39.0804597701149
"2550","2021_00-0034972",2,142,350,40.5714285714286
"2551","2021_00-0034972",3,184,496,37.0967741935484
"2552","2021_00-0034972",4,3,95,3.15789473684211
"2553","2021_00-0034978",0,5,5,100
"2554","2021_00-0034978",1,132,161,81.9875776397515
"2555","2021_00-0034978",2,264,295,89.4915254237288
"2556","2021_00-0034978",3,416,471,88.3227176220807
"2557","2021_00-0034978",4,14,15,93.3333333333333
"2558","2021_00-0034981",0,8,8,100
"2559","2021_00-0034981",1,114,118,96.6101694915254
"2560","2021_00-0034981",2,270,322,83.8509316770186
"2561","2021_00-0034981",3,369,765,48.2352941176471
"2562","2021_00-0034981",4,0,2,0
"2563","2021_00-0034983",0,0,8,0
"2564","2021_00-0034983",1,7,118,5.93220338983051
"2565","2021_00-0034983",2,70,322,21.7391304347826
"2566","2021_00-0034983",3,747,765,97.6470588235294
"2567","2021_00-0034983",4,2,2,100
"2568","2021_00-0034988",0,8,8,100
"2569","2021_00-0034988",1,39,40,97.5
"2570","2021_00-0034988",2,84,172,48.8372093023256
"2571","2021_00-0034988",3,56,359,15.5988857938719
"2572","2021_00-0034988",4,0,9,0
"2573","2021_00-0034994",0,1,1,100
"2574","2021_00-0034994",1,87,87,100
"2575","2021_00-0034994",2,350,350,100
"2576","2021_00-0034994",3,495,496,99.7983870967742
"2577","2021_00-0034994",4,95,95,100
"2578","2021_00-0035003",2,0,2,0
"2579","2021_00-0035003",3,1,58,1.72413793103448
"2580","2021_00-0035021",1,59,63,93.6507936507936
"2581","2021_00-0035021",2,56,312,17.9487179487179
"2582","2021_00-0035021",3,189,710,26.6197183098592
"2583","2021_00-0035021",4,5,11,45.4545454545455
"2584","2021_00-0035021",NA,0,1,0
"2585","2021_00-0035022",1,10,41,24.390243902439
"2586","2021_00-0035022",2,31,285,10.8771929824561
"2587","2021_00-0035022",3,101,616,16.3961038961039
"2588","2021_00-0035022",4,0,1,0
"2589","2021_00-0035022",NA,3,17,17.6470588235294
"2590","2021_00-0035040",1,0,1,0
"2591","2021_00-0035040",2,0,14,0
"2592","2021_00-0035040",3,4,46,8.69565217391304
"2593","2021_00-0035045",0,0,1,0
"2594","2021_00-0035045",1,0,4,0
"2595","2021_00-0035045",2,0,27,0
"2596","2021_00-0035045",3,36,110,32.7272727272727
"2597","2021_00-0035045",4,14,23,60.8695652173913
"2598","2021_00-0035061",1,2,3,66.6666666666667
"2599","2021_00-0035061",2,10,19,52.6315789473684
"2600","2021_00-0035061",3,31,43,72.0930232558139
"2601","2021_00-0035061",4,1,1,100
"2602","2021_00-0035062",0,1,1,100
"2603","2021_00-0035062",1,72,72,100
"2604","2021_00-0035062",2,239,239,100
"2605","2021_00-0035062",3,665,665,100
"2606","2021_00-0035062",4,6,6,100
"2607","2021_00-0035067",1,3,3,100
"2608","2021_00-0035067",2,0,7,0
"2609","2021_00-0035067",3,0,56,0
"2610","2021_00-0035067",4,0,1,0
"2611","2021_00-0035084",1,19,20,95
"2612","2021_00-0035084",2,186,205,90.7317073170732
"2613","2021_00-0035084",3,372,427,87.1194379391101
"2614","2021_00-0035084",4,17,23,73.9130434782609
"2615","2021_00-0035099",1,15,84,17.8571428571429
"2616","2021_00-0035099",2,54,203,26.6009852216749
"2617","2021_00-0035099",3,12,430,2.7906976744186
"2618","2021_00-0035099",4,0,2,0
"2619","2021_00-0035101",1,0,10,0
"2620","2021_00-0035101",2,1,31,3.2258064516129
"2621","2021_00-0035101",3,20,92,21.7391304347826
"2622","2021_00-0035112",0,6,6,100
"2623","2021_00-0035112",1,136,144,94.4444444444444
"2624","2021_00-0035112",2,229,264,86.7424242424242
"2625","2021_00-0035112",3,358,412,86.8932038834951
"2626","2021_00-0035112",4,21,24,87.5
"2627","2021_00-0035117",0,0,1,0
"2628","2021_00-0035117",1,0,8,0
"2629","2021_00-0035117",2,3,25,12
"2630","2021_00-0035117",3,2,44,4.54545454545455
"2631","2021_00-0035125",0,7,7,100
"2632","2021_00-0035125",1,50,79,63.2911392405063
"2633","2021_00-0035125",2,79,194,40.7216494845361
"2634","2021_00-0035125",3,0,331,0
"2635","2021_00-0035125",4,0,1,0
"2636","2021_00-0035126",1,12,39,30.7692307692308
"2637","2021_00-0035126",2,62,237,26.1603375527426
"2638","2021_00-0035126",3,324,617,52.5121555915721
"2639","2021_00-0035126",4,37,141,26.241134751773
"2640","2021_00-0035126",5,1,1,100
"2641","2021_00-0035127",0,8,8,100
"2642","2021_00-0035127",1,118,118,100
"2643","2021_00-0035127",2,322,322,100
"2644","2021_00-0035127",3,765,765,100
"2645","2021_00-0035127",4,2,2,100
"2646","2021_00-0035140",0,0,1,0
"2647","2021_00-0035140",1,7,105,6.66666666666667
"2648","2021_00-0035140",2,134,334,40.1197604790419
"2649","2021_00-0035140",3,585,964,60.6846473029046
"2650","2021_00-0035140",4,4,4,100
"2651","2021_00-0035141",1,4,8,50
"2652","2021_00-0035141",2,54,66,81.8181818181818
"2653","2021_00-0035141",3,72,109,66.0550458715596
"2654","2021_00-0035141",4,0,1,0
"2655","2021_00-0035141",NA,7,8,87.5
"2656","2021_00-0035149",1,9,24,37.5
"2657","2021_00-0035149",2,23,68,33.8235294117647
"2658","2021_00-0035149",3,32,180,17.7777777777778
"2659","2021_00-0035164",1,2,5,40
"2660","2021_00-0035164",2,0,46,0
"2661","2021_00-0035164",3,2,65,3.07692307692308
"2662","2021_00-0035164",NA,0,1,0
"2663","2021_00-0035184",1,3,20,15
"2664","2021_00-0035184",2,4,21,19.047619047619
"2665","2021_00-0035184",3,3,58,5.17241379310345
"2666","2021_00-0035184",4,0,6,0
"2667","2021_00-0035187",1,0,2,0
"2668","2021_00-0035187",2,22,48,45.8333333333333
"2669","2021_00-0035187",3,19,102,18.6274509803922
"2670","2021_00-0035187",4,4,21,19.047619047619
"2671","2021_00-0035208",0,0,11,0
"2672","2021_00-0035208",1,102,208,49.0384615384615
"2673","2021_00-0035208",2,176,450,39.1111111111111
"2674","2021_00-0035208",3,295,319,92.4764890282132
"2675","2021_00-0035208",4,1,1,100
"2676","2021_00-0035215",1,2,45,4.44444444444444
"2677","2021_00-0035215",2,26,149,17.4496644295302
"2678","2021_00-0035215",3,173,323,53.5603715170279
"2679","2021_00-0035215",4,49,75,65.3333333333333
"2680","2021_00-0035216",0,0,4,0
"2681","2021_00-0035216",1,14,47,29.7872340425532
"2682","2021_00-0035216",2,188,224,83.9285714285714
"2683","2021_00-0035216",3,804,837,96.0573476702509
"2684","2021_00-0035216",4,6,6,100
"2685","2021_00-0035217",0,0,2,0
"2686","2021_00-0035217",1,7,47,14.8936170212766
"2687","2021_00-0035217",2,18,201,8.95522388059701
"2688","2021_00-0035217",3,103,815,12.638036809816
"2689","2021_00-0035217",4,0,6,0
"2690","2021_00-0035218",0,1,1,100
"2691","2021_00-0035218",1,20,34,58.8235294117647
"2692","2021_00-0035218",2,13,92,14.1304347826087
"2693","2021_00-0035218",3,5,347,1.44092219020173
"2694","2021_00-0035218",4,0,1,0
"2695","2021_00-0035222",0,4,4,100
"2696","2021_00-0035222",1,51,51,100
"2697","2021_00-0035222",2,172,234,73.5042735042735
"2698","2021_00-0035222",3,249,910,27.3626373626374
"2699","2021_00-0035222",4,0,6,0
"2700","2021_00-0035228",1,44,44,100
"2701","2021_00-0035228",2,220,227,96.9162995594714
"2702","2021_00-0035228",3,527,534,98.689138576779
"2703","2021_00-0035228",4,157,161,97.5155279503106
"2704","2021_00-0035228",5,1,1,100
"2705","2021_00-0035229",1,30,30,100
"2706","2021_00-0035229",2,138,200,69
"2707","2021_00-0035229",3,464,524,88.5496183206107
"2708","2021_00-0035229",4,6,6,100
"2709","2021_00-0035233",1,10,24,41.6666666666667
"2710","2021_00-0035233",2,83,107,77.5700934579439
"2711","2021_00-0035233",3,245,329,74.468085106383
"2712","2021_00-0035233",4,2,3,66.6666666666667
"2713","2021_00-0035234",1,56,56,100
"2714","2021_00-0035234",2,267,269,99.2565055762082
"2715","2021_00-0035234",3,536,538,99.6282527881041
"2716","2021_00-0035234",4,1,1,100
"2717","2021_00-0035235",0,7,7,100
"2718","2021_00-0035235",1,189,189,100
"2719","2021_00-0035235",2,424,425,99.7647058823529
"2720","2021_00-0035235",3,305,306,99.6732026143791
"2721","2021_00-0035235",4,1,1,100
"2722","2021_00-0035237",0,1,1,100
"2723","2021_00-0035237",1,31,31,100
"2724","2021_00-0035237",2,245,245,100
"2725","2021_00-0035237",3,698,698,100
"2726","2021_00-0035237",4,51,51,100
"2727","2021_00-0035237",5,1,1,100
"2728","2021_00-0035238",1,0,3,0
"2729","2021_00-0035238",2,62,113,54.8672566371681
"2730","2021_00-0035238",3,277,401,69.0773067331671
"2731","2021_00-0035238",4,54,62,87.0967741935484
"2732","2021_00-0035238",5,10,10,100
"2733","2021_00-0035242",1,52,54,96.2962962962963
"2734","2021_00-0035242",2,112,127,88.1889763779528
"2735","2021_00-0035242",3,298,312,95.5128205128205
"2736","2021_00-0035242",4,75,75,100
"2737","2021_00-0035243",1,32,56,57.1428571428571
"2738","2021_00-0035243",2,144,224,64.2857142857143
"2739","2021_00-0035243",3,276,592,46.6216216216216
"2740","2021_00-0035243",4,0,3,0
"2741","2021_00-0035245",1,51,51,100
"2742","2021_00-0035245",2,198,247,80.1619433198381
"2743","2021_00-0035245",3,360,430,83.7209302325581
"2744","2021_00-0035245",4,0,1,0
"2745","2021_00-0035246",1,5,84,5.95238095238095
"2746","2021_00-0035246",2,65,282,23.0496453900709
"2747","2021_00-0035246",3,95,700,13.5714285714286
"2748","2021_00-0035246",4,3,3,100
"2749","2021_00-0035249",1,72,148,48.6486486486487
"2750","2021_00-0035249",2,32,284,11.2676056338028
"2751","2021_00-0035249",3,50,479,10.4384133611691
"2752","2021_00-0035249",4,0,15,0
"2753","2021_00-0035250",1,2,5,40
"2754","2021_00-0035250",2,105,178,58.9887640449438
"2755","2021_00-0035250",3,564,877,64.3101482326112
"2756","2021_00-0035250",4,56,95,58.9473684210526
"2757","2021_00-0035250",5,0,10,0
"2758","2021_00-0035252",1,7,19,36.8421052631579
"2759","2021_00-0035252",2,36,65,55.3846153846154
"2760","2021_00-0035252",3,32,92,34.7826086956522
"2761","2021_00-0035259",0,2,3,66.6666666666667
"2762","2021_00-0035259",1,12,13,92.3076923076923
"2763","2021_00-0035259",2,120,206,58.252427184466
"2764","2021_00-0035259",3,29,443,6.54627539503386
"2765","2021_00-0035259",4,0,49,0
"2766","2021_00-0035261",1,23,26,88.4615384615385
"2767","2021_00-0035261",2,113,269,42.0074349442379
"2768","2021_00-0035261",3,211,706,29.8866855524079
"2769","2021_00-0035261",4,3,13,23.0769230769231
"2770","2021_00-0035261",5,0,2,0
"2771","2021_00-0035263",0,4,4,100
"2772","2021_00-0035263",1,1,10,10
"2773","2021_00-0035263",2,26,62,41.9354838709677
"2774","2021_00-0035263",3,60,141,42.5531914893617
"2775","2021_00-0035263",4,4,6,66.6666666666667
"2776","2021_00-0035266",0,1,1,100
"2777","2021_00-0035266",1,54,55,98.1818181818182
"2778","2021_00-0035266",2,163,169,96.4497041420118
"2779","2021_00-0035266",3,419,447,93.7360178970917
"2780","2021_00-0035266",4,3,3,100
"2781","2021_00-0035268",1,3,8,37.5
"2782","2021_00-0035268",2,19,36,52.7777777777778
"2783","2021_00-0035268",3,13,69,18.8405797101449
"2784","2021_00-0035268",4,0,4,0
"2785","2021_00-0035273",0,0,2,0
"2786","2021_00-0035273",1,15,67,22.3880597014925
"2787","2021_00-0035273",2,17,138,12.3188405797101
"2788","2021_00-0035273",3,34,138,24.6376811594203
"2789","2021_00-0035287",1,0,1,0
"2790","2021_00-0035287",2,0,12,0
"2791","2021_00-0035287",3,2,51,3.92156862745098
"2792","2021_00-0035287",4,0,1,0
"2793","2021_00-0035289",1,21,34,61.7647058823529
"2794","2021_00-0035289",2,54,87,62.0689655172414
"2795","2021_00-0035289",3,91,154,59.0909090909091
"2796","2021_00-0035289",4,1,1,100
"2797","2021_00-0035291",1,2,5,40
"2798","2021_00-0035291",2,2,15,13.3333333333333
"2799","2021_00-0035291",3,22,91,24.1758241758242
"2800","2021_00-0035291",4,0,2,0
"2801","2021_00-0035295",1,15,18,83.3333333333333
"2802","2021_00-0035295",2,43,68,63.2352941176471
"2803","2021_00-0035295",3,440,581,75.7314974182444
"2804","2021_00-0035295",4,2,7,28.5714285714286
"2805","2021_00-0035298",1,12,37,32.4324324324324
"2806","2021_00-0035298",2,27,142,19.0140845070423
"2807","2021_00-0035298",3,101,377,26.790450928382
"2808","2021_00-0035298",4,10,12,83.3333333333333
"2809","2021_00-0035298",5,2,2,100
"2810","2021_00-0035300",0,3,3,100
"2811","2021_00-0035300",1,45,59,76.271186440678
"2812","2021_00-0035300",2,158,219,72.1461187214612
"2813","2021_00-0035300",3,376,524,71.7557251908397
"2814","2021_00-0035300",4,1,4,25
"2815","2021_00-0035304",0,0,4,0
"2816","2021_00-0035304",1,3,14,21.4285714285714
"2817","2021_00-0035304",2,0,58,0
"2818","2021_00-0035304",3,0,106,0
"2819","2021_00-0035304",4,0,2,0
"2820","2021_00-0035308",1,5,5,100
"2821","2021_00-0035308",2,79,139,56.8345323741007
"2822","2021_00-0035308",3,131,502,26.0956175298805
"2823","2021_00-0035308",4,0,53,0
"2824","2021_00-0035308",5,0,1,0
"2825","2021_00-0035311",0,1,1,100
"2826","2021_00-0035311",1,34,72,47.2222222222222
"2827","2021_00-0035311",2,378,695,54.3884892086331
"2828","2021_00-0035311",3,142,329,43.161094224924
"2829","2021_00-0035311",4,1,5,20
"2830","2021_00-0035317",1,0,3,0
"2831","2021_00-0035317",2,5,34,14.7058823529412
"2832","2021_00-0035317",3,7,113,6.19469026548673
"2833","2021_00-0035317",4,4,54,7.40740740740741
"2834","2021_00-0035317",5,0,1,0
"2835","2021_00-0035328",1,23,23,100
"2836","2021_00-0035328",2,150,150,100
"2837","2021_00-0035328",3,408,408,100
"2838","2021_00-0035328",4,13,13,100
"2839","2021_00-0035329",0,3,6,50
"2840","2021_00-0035329",1,43,52,82.6923076923077
"2841","2021_00-0035329",2,202,285,70.8771929824561
"2842","2021_00-0035329",3,101,573,17.6265270506108
"2843","2021_00-0035329",4,0,3,0
"2844","2021_00-0035341",1,1,19,5.26315789473684
"2845","2021_00-0035341",2,3,39,7.69230769230769
"2846","2021_00-0035341",3,70,321,21.8068535825545
"2847","2021_00-0035341",4,5,8,62.5
"2848","2021_00-0035342",0,0,1,0
"2849","2021_00-0035342",1,3,41,7.31707317073171
"2850","2021_00-0035342",2,35,295,11.864406779661
"2851","2021_00-0035342",3,22,94,23.4042553191489
"2852","2021_00-0035342",4,0,2,0
"2853","2021_00-0035345",0,1,1,100
"2854","2021_00-0035345",1,12,16,75
"2855","2021_00-0035345",2,36,91,39.5604395604396
"2856","2021_00-0035345",3,13,276,4.71014492753623
"2857","2021_00-0035345",4,0,1,0
"2858","2021_00-0035350",0,0,1,0
"2859","2021_00-0035350",1,1,38,2.63157894736842
