"","yearly_id","down1","down2","down3","down4"
"1999","2018_00-0030074",96.8814968814969,96.1218836565097,94.8497854077253,85.7142857142857
"2000","2018_00-0030076",100,100,100,100
"2001","2018_00-0030083",91.5,91.156462585034,90.3846153846154,100
"2002","2018_00-0030085",88.4514435695538,85.4092526690391,90.4761904761905,90.9090909090909
"2003","2018_00-0030089",51.8617021276596,46.9798657718121,27.1276595744681,18.1818181818182
"2004","2018_00-0030094",73.5849056603774,71.2418300653595,73.9583333333333,71.4285714285714
"2005","2018_00-0030107",30.0268096514745,42.1404682274247,82.4120603015075,73.3333333333333
"2006","2018_00-0030108",80.6866952789699,76.8545994065282,71.078431372549,76.4705882352941
"2007","2018_00-0030112",20.7289293849658,12.280701754386,5.41666666666667,13.3333333333333
"2008","2018_00-0030147",21.8289085545723,23.6,29.8136645962733,6.66666666666667
"2009","2018_00-0030155",42.2018348623853,36.5591397849462,31.4814814814815,61.1111111111111
"2010","2018_00-0030181",98.2758620689655,97.9166666666667,85.7142857142857,0
"2011","2018_00-0030216",60.4597701149425,54.6052631578947,44.0217391304348,28.5714285714286
"2012","2018_00-0030273",87.3333333333333,87.8338278931751,86.2385321100918,85.7142857142857
"2013","2018_00-0030279",79.4174757281553,81.767955801105,87.5,66.6666666666667
"2014","2018_00-0030288",28.5285285285285,30.7053941908714,15.9420289855072,10
"2015","2018_00-0030300",33.7874659400545,34.9673202614379,35.9447004608295,41.6666666666667
"2016","2018_00-0030404",31.5217391304348,50.4761904761905,86.5248226950355,72.7272727272727
"2017","2018_00-0030414",20.2222222222222,19.8675496688742,65.1428571428572,33.3333333333333
"2018","2018_00-0030422",41.6666666666667,32.9545454545455,26.3636363636364,25
"2019","2018_00-0030431",95.6666666666667,94.9880668257756,94.7826086956522,85.7142857142857
"2020","2018_00-0030432",9.375,0,0,0
"2021","2018_00-0030433",11.5702479338843,10.8108108108108,2.17391304347826,0
"2022","2018_00-0030441",94.4237918215613,94.8717948717949,90,88.8888888888889
"2023","2018_00-0030443",54.8611111111111,46.7836257309941,37.1559633027523,37.5
"2024","2018_00-0030456",33.8414634146341,34.0163934426229,81.7610062893082,64.7058823529412
"2025","2018_00-0030460",3.7037037037037,0,5.55555555555556,0
"2026","2018_00-0030465",10.8910891089109,8.97435897435897,9.30232558139535,0
"2027","2018_00-0030470",49.1071428571429,47.7611940298507,83.5978835978836,84.6153846153846
"2028","2018_00-0030472",55.7029177718833,55.1369863013699,80.2139037433155,64.2857142857143
