"","yearly_id","cluster"
"2698","2020_00-0030090","Cluster 9"
"2699","2020_00-0030114","Cluster 9"
"2700","2020_00-0031870","Cluster 5"
"2701","2020_00-0033884","Cluster 6"
"2702","2020_00-0034376","Cluster 2"
"2703","2020_00-0034391","Cluster 5"
"2704","2020_00-0034514","Cluster 6"
"2705","2020_00-0035290","Cluster 5"
"2706","2020_00-0035357","Cluster 2"
"2707","2020_00-0036166","Cluster 2"
"2708","2020_00-0027881","Cluster 11"
"2709","2020_00-0028339","Cluster 11"
"2710","2020_00-0031300","Cluster 7"
"2711","2020_00-0032967","Cluster 8"
"2712","2020_00-0032416","Cluster 12"
"2713","2020_00-0032518","Cluster 8"
"2714","2020_00-0032660","Cluster 10"
"2715","2020_00-0033408","Cluster 7"
"2716","2020_00-0034782","Cluster 8"
"2717","2020_00-0034511","Cluster 7"
"2718","2020_00-0035230","Cluster 12"
"2719","2020_00-0035306","Cluster 7"
"2720","2020_00-0036192","Cluster 7"
"2721","2020_00-0030463","Cluster 1"
"2722","2020_00-0032366","Cluster 5"
"2723","2020_00-0033571","Cluster 4"
"2724","2020_00-0034673","Cluster 4"
"2725","2020_00-0034430","Cluster 3"
"2726","2020_00-0035352","Cluster 1"
"2727","2020_00-0031261","Cluster 9"
"2728","2020_00-0032403","Cluster 9"
"2729","2020_00-0033551","Cluster 6"
"2730","2020_00-0033289","Cluster 2"
"2731","2020_00-0034356","Cluster 6"
"2732","2020_00-0034398","Cluster 3"
"2733","2020_00-0034496","Cluster 3"
"2734","2020_00-0036293","Cluster 9"
"2735","2020_00-0036299","Cluster 2"
"2736","2020_00-0035950","Cluster 5"
"2737","2020_00-0036037","Cluster 5"
"2738","2020_00-0030448","Cluster 12"
"2739","2020_00-0031105","Cluster 12"
"2740","2020_00-0031500","Cluster 8"
"2741","2020_00-0032448","Cluster 11"
"2742","2020_00-0032578","Cluster 8"
"2743","2020_00-0034382","Cluster 7"
"2744","2020_00-0034559","Cluster 7"
"2745","2020_00-0035713","Cluster 11"
"2746","2020_00-0036220","Cluster 12"
"2747","2020_00-0036288","Cluster 11"
"2748","2020_00-0036311","Cluster 10"
"2749","2020_00-0029212","Cluster 1"
"2750","2020_00-0029061","Cluster 5"
"2751","2020_00-0031120","Cluster 1"
"2752","2020_00-0031550","Cluster 4"
"2753","2020_00-0034396","Cluster 1"
"2754","2020_00-0027743","Cluster 5"
"2755","2020_00-0028075","Cluster 2"
"2756","2020_00-0028924","Cluster 9"
"2757","2020_00-0031041","Cluster 6"
"2758","2020_00-0032774","Cluster 5"
"2759","2020_00-0032790","Cluster 3"
"2760","2020_00-0033784","Cluster 9"
"2761","2020_00-0035696","Cluster 2"
"2762","2020_00-0036292","Cluster 6"
"2763","2020_00-0036307","Cluster 2"
"2764","2020_00-0029657","Cluster 12"
"2765","2020_00-0030070","Cluster 10"
"2766","2020_00-0031177","Cluster 8"
"2767","2020_00-0031193","Cluster 10"
"2768","2020_00-0032265","Cluster 8"
"2769","2020_00-0032667","Cluster 12"
"2770","2020_00-0034387","Cluster 12"
"2771","2020_00-0027952","Cluster 11"
"2772","2020_00-0029577","Cluster 4"
"2773","2020_00-0030558","Cluster 7"
"2774","2020_00-0031040","Cluster 11"
"2775","2020_00-0031838","Cluster 7"
"2776","2020_00-0034874","Cluster 4"
"2777","2020_00-0034372","Cluster 5"
"2778","2020_00-0034801","Cluster 3"
"2779","2020_00-0036305","Cluster 7"
"2780","2020_00-0030471","Cluster 5"
"2781","2020_00-0033107","Cluster 6"
"2782","2020_00-0032389","Cluster 2"
"2783","2020_00-0032939","Cluster 9"
"2784","2020_00-0032783","Cluster 6"
"2785","2020_00-0033467","Cluster 3"
"2786","2020_00-0033791","Cluster 5"
"2787","2020_00-0034675","Cluster 9"
"2788","2020_00-0034683","Cluster 6"
"2789","2020_00-0034446","Cluster 5"
"2790","2020_00-0034540","Cluster 2"
"2791","2020_00-0027720","Cluster 8"
"2792","2020_00-0029284","Cluster 10"
"2793","2020_00-0030449","Cluster 12"
"2794","2020_00-0031619","Cluster 12"
"2795","2020_00-0031713","Cluster 10"
"2796","2020_00-0032424","Cluster 12"
"2797","2020_00-0033463","Cluster 11"
"2798","2020_00-0034834","Cluster 11"
"2799","2020_00-0035513","Cluster 7"
"2800","2020_00-0036341","Cluster 7"
"2801","2020_00-0028278","Cluster 4"
"2802","2020_00-0033790","Cluster 5"
"2803","2020_00-0035697","Cluster 4"
"2804","2020_00-0036294","Cluster 2"
"2805","2020_00-0036298","Cluster 5"
"2806","2020_00-0036314","Cluster 5"
"2807","2020_00-0027914","Cluster 9"
"2808","2020_00-0031097","Cluster 6"
"2809","2020_00-0031548","Cluster 2"
"2810","2020_00-0032888","Cluster 9"
"2811","2020_00-0033554","Cluster 5"
"2812","2020_00-0034856","Cluster 6"
"2813","2020_00-0034355","Cluster 2"
"2814","2020_00-0034779","Cluster 2"
"2815","2020_00-0034088","Cluster 2"
"2816","2020_00-0034488","Cluster 2"
"2817","2020_00-0034977","Cluster 2"
"2818","2020_00-0036118","Cluster 3"
"2819","2020_00-0027958","Cluster 7"
"2820","2020_00-0029693","Cluster 11"
"2821","2020_00-0030573","Cluster 12"
"2822","2020_00-0033010","Cluster 8"
"2823","2020_00-0033868","Cluster 11"
"2824","2020_00-0033905","Cluster 12"
"2825","2020_00-0033469","Cluster 8"
"2826","2020_00-0035281","Cluster 7"
"2827","2020_00-0035404","Cluster 7"
"2828","2020_00-0036266","Cluster 8"
"2829","2020_00-0028180","Cluster 2"
"2830","2020_00-0033121","Cluster 4"
"2831","2020_00-0033973","Cluster 5"
"2832","2020_00-0034500","Cluster 3"
"2833","2020_00-0035646","Cluster 1"
"2834","2020_00-0035144","Cluster 1"
"2835","2020_00-0036276","Cluster 1"
"2836","2020_00-0031357","Cluster 3"
"2837","2020_00-0033083","Cluster 2"
"2838","2020_00-0032410","Cluster 2"
"2839","2020_00-0033047","Cluster 6"
"2840","2020_00-0033548","Cluster 6"
"2841","2020_00-0033928","Cluster 2"
"2842","2020_00-0033579","Cluster 9"
"2843","2020_00-0033222","Cluster 3"
"2844","2020_00-0034736","Cluster 5"
"2845","2020_00-0035301","Cluster 9"
"2846","2020_00-0035370","Cluster 2"
"2847","2020_00-0036361","Cluster 6"
"2848","2020_00-0027945","Cluster 11"
"2849","2020_00-0029641","Cluster 12"
"2850","2020_00-0031411","Cluster 11"
"2851","2020_00-0032197","Cluster 7"
"2852","2020_00-0031636","Cluster 8"
"2853","2020_00-0032871","Cluster 10"
"2854","2020_00-0033598","Cluster 8"
"2855","2020_00-0034373","Cluster 7"
"2856","2020_00-0035247","Cluster 8"
"2857","2020_00-0036366","Cluster 8"
"2858","2020_00-0036379","Cluster 7"
"2859","2020_00-0036029","Cluster 7"
"2860","2020_00-0027663","Cluster 1"
"2861","2020_00-0030761","Cluster 1"
"2862","2020_00-0033052","Cluster 4"
"2863","2020_00-0034674","Cluster 4"
"2864","2020_00-0036028","Cluster 3"
"2865","2020_00-0027872","Cluster 9"
"2866","2020_00-0030228","Cluster 6"
"2867","2020_00-0031904","Cluster 6"
"2868","2020_00-0031991","Cluster 2"
"2869","2020_00-0032971","Cluster 9"
"2870","2020_00-0032958","Cluster 2"
"2871","2020_00-0033568","Cluster 3"
"2872","2020_00-0034744","Cluster 3"
"2873","2020_00-0034111","Cluster 3"
"2874","2020_00-0034603","Cluster 3"
"2875","2020_00-0034948","Cluster 5"
"2876","2020_00-0035227","Cluster 5"
"2877","2020_00-0036390","Cluster 6"
"2878","2020_00-0035862","Cluster 2"
"2879","2020_00-0036106","Cluster 2"
"2880","2020_00-0028015","Cluster 12"
"2881","2020_00-0030577","Cluster 10"
"2882","2020_00-0029890","Cluster 10"
"2883","2020_00-0031270","Cluster 12"
"2884","2020_00-0031795","Cluster 10"
"2885","2020_00-0033782","Cluster 12"
"2886","2020_00-0034832","Cluster 11"
"2887","2020_00-0035678","Cluster 12"
"2888","2020_00-0036420","Cluster 8"
"2889","2020_00-0031258","Cluster 7"
"2890","2020_00-0031956","Cluster 7"
"2891","2020_00-0033659","Cluster 3"
"2892","2020_00-0034368","Cluster 4"
"2893","2020_00-0034887","Cluster 4"
"2894","2020_00-0034954","Cluster 11"
"2895","2020_00-0034956","Cluster 3"
"2896","2020_00-0036440","Cluster 7"
"2897","2020_00-0030562","Cluster 6"
"2898","2020_00-0030383","Cluster 9"
"2899","2020_00-0031628","Cluster 2"
"2900","2020_00-0031796","Cluster 2"
"2901","2020_00-0032934","Cluster 3"
"2902","2020_00-0034745","Cluster 4"
"2903","2020_00-0034639","Cluster 5"
"2904","2020_00-0035655","Cluster 5"
"2905","2020_00-0035270","Cluster 6"
"2906","2020_00-0035327","Cluster 3"
"2907","2020_00-0036274","Cluster 6"
"2908","2020_00-0027701","Cluster 11"
"2909","2020_00-0030500","Cluster 12"
"2910","2020_00-0032143","Cluster 10"
"2911","2020_00-0031566","Cluster 11"
"2912","2020_00-0032655","Cluster 11"
"2913","2020_00-0034371","Cluster 12"
"2914","2020_00-0034590","Cluster 8"
"2915","2020_00-0035531","Cluster 7"
"2916","2020_00-0035334","Cluster 8"
"2917","2020_00-0036249","Cluster 7"
"2918","2020_00-0036238","Cluster 10"
"2919","2020_00-0030421","Cluster 4"
"2920","2020_00-0031130","Cluster 11"
"2921","2020_00-0033058","Cluster 1"
"2922","2020_00-0033539","Cluster 1"
"2923","2020_00-0033557","Cluster 5"
"2924","2020_00-0035240","Cluster 1"
"2925","2020_00-0031584","Cluster 9"
"2926","2020_00-0033124","Cluster 5"
"2927","2020_00-0033524","Cluster 6"
"2928","2020_00-0034728","Cluster 6"
"2929","2020_00-0034751","Cluster 2"
"2930","2020_00-0034179","Cluster 2"
"2931","2020_00-0034468","Cluster 2"
"2932","2020_00-0034968","Cluster 9"
"2933","2020_00-0034990","Cluster 3"
"2934","2020_00-0036243","Cluster 5"
"2935","2020_00-0035962","Cluster 3"
"2936","2020_00-0035970","Cluster 3"
"2937","2020_00-0029303","Cluster 8"
"2938","2020_00-0029040","Cluster 10"
"2939","2020_00-0033120","Cluster 12"
"2940","2020_00-0032412","Cluster 12"
"2941","2020_00-0032649","Cluster 10"
"2942","2020_00-0033929","Cluster 8"
"2943","2020_00-0034185","Cluster 10"
"2944","2020_00-0034984","Cluster 12"
"2945","2020_00-0035390","Cluster 8"
"2946","2020_00-0031361","Cluster 4"
"2947","2020_00-0031935","Cluster 11"
"2948","2020_00-0031576","Cluster 11"
"2949","2020_00-0034754","Cluster 5"
"2950","2020_00-0034967","Cluster 7"
"2951","2020_00-0034999","Cluster 1"
"2952","2020_00-0035085","Cluster 7"
"2953","2020_00-0036270","Cluster 1"
"2954","2020_00-0036239","Cluster 7"
"2955","2020_00-0035961","Cluster 1"
"2956","2020_00-0028908","Cluster 5"
"2957","2020_00-0031372","Cluster 6"
"2958","2020_00-0031015","Cluster 2"
"2959","2020_00-0032758","Cluster 6"
"2960","2020_00-0033038","Cluster 9"
"2961","2020_00-0034361","Cluster 9"
"2962","2020_00-0034435","Cluster 2"
"2963","2020_00-0034485","Cluster 3"
"2964","2020_00-0034594","Cluster 2"
"2965","2020_00-0035244","Cluster 2"
"2966","2020_00-0035155","Cluster 3"
"2967","2020_00-0036304","Cluster 3"
"2968","2020_00-0027949","Cluster 11"
"2969","2020_00-0031127","Cluster 10"
"2970","2020_00-0033563","Cluster 12"
"2971","2020_00-0034262","Cluster 10"
"2972","2020_00-0034394","Cluster 8"
"2973","2020_00-0034163","Cluster 7"
"2974","2020_00-0035279","Cluster 12"
"2975","2020_00-0036289","Cluster 8"
"2976","2020_00-0036065","Cluster 10"
"2977","2020_00-0029643","Cluster 11"
"2978","2020_00-0031553","Cluster 4"
"2979","2020_00-0032094","Cluster 4"
"2980","2020_00-0032734","Cluster 1"
"2981","2020_00-0033547","Cluster 4"
"2982","2020_00-0034421","Cluster 5"
"2983","2020_00-0035415","Cluster 3"
"2984","2020_00-0036224","Cluster 7"
"2985","2020_00-0029410","Cluster 5"
"2986","2020_00-0030575","Cluster 6"
"2987","2020_00-0031269","Cluster 2"
"2988","2020_00-0033877","Cluster 2"
"2989","2020_00-0033393","Cluster 4"
"2990","2020_00-0034091","Cluster 5"
"2991","2020_00-0035637","Cluster 2"
"2992","2020_00-0035530","Cluster 9"
"2993","2020_00-0036253","Cluster 9"
"2994","2020_00-0036222","Cluster 3"
"2995","2020_00-0028008","Cluster 11"
"2996","2020_00-0031254","Cluster 11"
"2997","2020_00-0032378","Cluster 12"
"2998","2020_00-0033952","Cluster 10"
"2999","2020_00-0033964","Cluster 7"
"3000","2020_00-0034354","Cluster 7"
"3001","2020_00-0034359","Cluster 7"
"3002","2020_00-0034325","Cluster 8"
"3003","2020_00-0034969","Cluster 7"
"3004","2020_00-0033570","Cluster 4"
"3005","2020_00-0034846","Cluster 4"
"3006","2020_00-0034431","Cluster 5"
"3007","2020_00-0035687","Cluster 4"
"3008","2020_00-0030572","Cluster 2"
"3009","2020_00-0032525","Cluster 9"
"3010","2020_00-0032697","Cluster 5"
"3011","2020_00-0033543","Cluster 2"
"3012","2020_00-0033903","Cluster 9"
"3013","2020_00-0033430","Cluster 6"
"3014","2020_00-0034516","Cluster 6"
"3015","2020_00-0035375","Cluster 5"
"3016","2020_00-0035378","Cluster 2"
"3017","2020_00-0036281","Cluster 6"
"3018","2020_00-0036303","Cluster 5"
"3019","2020_00-0036306","Cluster 2"
"3020","2020_00-0036316","Cluster 2"
"3021","2020_00-0036101","Cluster 2"
"3022","2020_00-0029946","Cluster 8"
"3023","2020_00-0033535","Cluster 8"
"3024","2020_00-0031071","Cluster 8"
"3025","2020_00-0033064","Cluster 12"
"3026","2020_00-0033907","Cluster 11"
"3027","2020_00-0034842","Cluster 12"
"3028","2020_00-0034251","Cluster 10"
"3029","2020_00-0035642","Cluster 11"
"3030","2020_00-0036286","Cluster 11"
"3031","2020_00-0036262","Cluster 8"
"3032","2020_00-0035822","Cluster 8"
"3033","2020_00-0030993","Cluster 7"
"3034","2020_00-0032968","Cluster 4"
"3035","2020_00-0032386","Cluster 7"
"3036","2020_00-0033125","Cluster 4"
"3037","2020_00-0034428","Cluster 7"
"3038","2020_00-0035680","Cluster 2"
"3039","2020_00-0035670","Cluster 1"
"3040","2020_00-0035363","Cluster 1"
"3041","2020_00-0030459","Cluster 9"
"3042","2020_00-0031052","Cluster 6"
"3043","2020_00-0030665","Cluster 9"
"3044","2020_00-0032933","Cluster 5"
"3045","2020_00-0034680","Cluster 5"
"3046","2020_00-0034573","Cluster 6"
"3047","2020_00-0035684","Cluster 2"
"3048","2020_00-0035625","Cluster 9"
"3049","2020_00-0035147","Cluster 2"
"3050","2020_00-0036374","Cluster 2"
"3051","2020_00-0036385","Cluster 3"
"3052","2020_00-0030503","Cluster 7"
"3053","2020_00-0030757","Cluster 10"
"3054","2020_00-0032210","Cluster 11"
"3055","2020_00-0032762","Cluster 12"
"3056","2020_00-0033541","Cluster 7"
"3057","2020_00-0033902","Cluster 11"
"3058","2020_00-0034818","Cluster 10"
"3059","2020_00-0034612","Cluster 7"
"3060","2020_00-0035656","Cluster 8"
"3061","2020_00-0035135","Cluster 11"
"3062","2020_00-0036378","Cluster 7"
"3063","2020_00-0035890","Cluster 8"
"3064","2020_00-0031348","Cluster 4"
"3065","2020_00-0032215","Cluster 1"
"3066","2020_00-0034781","Cluster 3"
"3067","2020_00-0034296","Cluster 2"
"3068","2020_00-0035157","Cluster 4"
"3069","2020_00-0036362","Cluster 1"
"3070","2020_00-0035879","Cluster 5"
"3071","2020_00-0031785","Cluster 6"
"3072","2020_00-0033055","Cluster 6"
"3073","2020_00-0033927","Cluster 9"
"3074","2020_00-0034203","Cluster 6"
"3075","2020_00-0035663","Cluster 2"
"3076","2020_00-0035665","Cluster 3"
"3077","2020_00-0035669","Cluster 5"
"3078","2020_00-0036421","Cluster 3"
"3079","2020_00-0036431","Cluster 9"
"3080","2020_00-0036077","Cluster 3"
"3081","2020_00-0029630","Cluster 12"
"3082","2020_00-0031388","Cluster 12"
"3083","2020_00-0032889","Cluster 8"
"3084","2020_00-0032671","Cluster 8"
"3085","2020_00-0033920","Cluster 7"
"3086","2020_00-0034810","Cluster 10"
"3087","2020_00-0035667","Cluster 10"
"3088","2020_00-0033072","Cluster 11"
"3089","2020_00-0033945","Cluster 7"
"3090","2020_00-0034266","Cluster 1"
"3091","2020_00-0034806","Cluster 4"
"3092","2020_00-0034807","Cluster 7"
"3093","2020_00-0035528","Cluster 7"
"3094","2020_00-0035591","Cluster 7"
"3095","2020_00-0035617","Cluster 4"
"3096","2020_00-0036419","Cluster 7"
"3097","2020_00-0028224","Cluster 6"
"3098","2020_00-0029261","Cluster 6"
"3099","2020_00-0030312","Cluster 5"
"3100","2020_00-0034903","Cluster 2"
"3101","2020_00-0033941","Cluster 4"
"3102","2020_00-0033697","Cluster 6"
"3103","2020_00-0034545","Cluster 5"
"3104","2020_00-0035677","Cluster 9"
"3105","2020_00-0036380","Cluster 5"
"3106","2020_00-0027885","Cluster 10"
"3107","2020_00-0029249","Cluster 11"
"3108","2020_00-0030148","Cluster 8"
"3109","2020_00-0033156","Cluster 11"
"3110","2020_00-0033588","Cluster 7"
"3111","2020_00-0034350","Cluster 7"
"3112","2020_00-0034677","Cluster 12"
"3113","2020_00-0035674","Cluster 11"
"3114","2020_00-0035315","Cluster 8"
"3115","2020_00-0035906","Cluster 7"
"3116","2020_00-0032103","Cluster 1"
"3117","2020_00-0032892","Cluster 1"
"3118","2020_00-0033642","Cluster 3"
"3119","2020_00-0034835","Cluster 3"
"3120","2020_00-0034375","Cluster 4"
"3121","2020_00-0035262","Cluster 3"
"3122","2020_00-0035538","Cluster 7"
"3123","2020_00-0036441","Cluster 4"
"3124","2020_00-0032320","Cluster 9"
"3125","2020_00-0030196","Cluster 2"
"3126","2020_00-0031389","Cluster 2"
"3127","2020_00-0031176","Cluster 6"
"3128","2020_00-0032891","Cluster 2"
"3129","2020_00-0034726","Cluster 5"
"3130","2020_00-0035693","Cluster 9"
"3131","2020_00-0035695","Cluster 6"
"3132","2020_00-0034980","Cluster 5"
"3133","2020_00-0035133","Cluster 5"
"3134","2020_00-0036359","Cluster 2"
"3135","2020_00-0036375","Cluster 5"
"3136","2020_00-0030063","Cluster 10"
"3137","2020_00-0031264","Cluster 8"
"3138","2020_00-0033129","Cluster 11"
"3139","2020_00-0033131","Cluster 12"
"3140","2020_00-0033540","Cluster 7"
"3141","2020_00-0034825","Cluster 7"
"3142","2020_00-0034746","Cluster 8"
"3143","2020_00-0034125","Cluster 8"
"3144","2020_00-0035692","Cluster 11"
"3145","2020_00-0034973","Cluster 11"
"3146","2020_00-0029647","Cluster 5"
"3147","2020_00-0032240","Cluster 7"
"3148","2020_00-0032773","Cluster 4"
"3149","2020_00-0032677","Cluster 4"
"3150","2020_00-0033461","Cluster 1"
"3151","2020_00-0033445","Cluster 4"
"3152","2020_00-0032239","Cluster 6"
"3153","2020_00-0031555","Cluster 9"
"3154","2020_00-0031587","Cluster 9"
"3155","2020_00-0033050","Cluster 6"
"3156","2020_00-0033048","Cluster 5"
"3157","2020_00-0032807","Cluster 5"
"3158","2020_00-0033734","Cluster 5"
"3159","2020_00-0035346","Cluster 2"
"3160","2020_00-0036287","Cluster 3"
"3161","2020_00-0036221","Cluster 5"
"3162","2020_00-0033096","Cluster 11"
"3163","2020_00-0033073","Cluster 11"
"3164","2020_00-0033860","Cluster 10"
"3165","2020_00-0034285","Cluster 12"
"3166","2020_00-0035231","Cluster 12"
"3167","2020_00-0036213","Cluster 10"
"3168","2020_00-0036160","Cluster 8"
"3169","2020_00-0035841","Cluster 10"
"3170","2020_00-0031360","Cluster 4"
"3171","2020_00-0032437","Cluster 5"
"3172","2020_00-0032442","Cluster 1"
"3173","2020_00-0034902","Cluster 5"
"3174","2020_00-0033716","Cluster 3"
"3175","2020_00-0034797","Cluster 4"
"3176","2020_00-0035272","Cluster 7"
"3177","2020_00-0029606","Cluster 9"
"3178","2020_00-0029215","Cluster 3"
"3179","2020_00-0031799","Cluster 9"
"3180","2020_00-0032042","Cluster 5"
"3181","2020_00-0034843","Cluster 2"
"3182","2020_00-0034641","Cluster 2"
"3183","2020_00-0035150","Cluster 2"
"3184","2020_00-0035130","Cluster 3"
"3185","2020_00-0036324","Cluster 6"
"3186","2020_00-0036330","Cluster 6"
"3187","2020_00-0036344","Cluster 3"
"3188","2020_00-0036348","Cluster 3"
"3189","2020_00-0031242","Cluster 10"
"3190","2020_00-0032480","Cluster 7"
"3191","2020_00-0033940","Cluster 12"
"3192","2020_00-0033969","Cluster 11"
"3193","2020_00-0034264","Cluster 11"
"3194","2020_00-0034215","Cluster 7"
"3195","2020_00-0034992","Cluster 8"
"3196","2020_00-0036335","Cluster 11"
"3197","2020_00-0036337","Cluster 8"
"3198","2020_00-0031256","Cluster 1"
"3199","2020_00-0031427","Cluster 1"
"3200","2020_00-0031554","Cluster 4"
"3201","2020_00-0033336","Cluster 4"
"3202","2020_00-0033344","Cluster 1"
"3203","2020_00-0035319","Cluster 7"
"3204","2020_00-0036338","Cluster 1"
"3205","2020_00-0035984","Cluster 1"
"3206","2020_00-0027136","Cluster 2"
"3207","2020_00-0027647","Cluster 9"
"3208","2020_00-0029542","Cluster 6"
"3209","2020_00-0031338","Cluster 5"
"3210","2020_00-0031404","Cluster 4"
"3211","2020_00-0032580","Cluster 2"
"3212","2020_00-0034591","Cluster 6"
"3213","2020_00-0035241","Cluster 3"
"3214","2020_00-0035277","Cluster 3"
"3215","2020_00-0036231","Cluster 2"
"3216","2020_00-0036087","Cluster 5"
"3217","2020_00-0028171","Cluster 12"
"3218","2020_00-0030402","Cluster 8"
"3219","2020_00-0030442","Cluster 11"
"3220","2020_00-0031938","Cluster 10"
"3221","2020_00-0033947","Cluster 12"
"3222","2020_00-0033324","Cluster 7"
"3223","2020_00-0033381","Cluster 10"
"3224","2020_00-0034723","Cluster 10"
"3225","2020_00-0035654","Cluster 11"
"3226","2020_00-0035278","Cluster 10"
"3227","2020_00-0035519","Cluster 8"
"3228","2020_00-0030010","Cluster 1"
"3229","2020_00-0033122","Cluster 7"
"3230","2020_00-0034385","Cluster 4"
"3231","2020_00-0034962","Cluster 1"
"3232","2020_00-0036159","Cluster 7"
"3233","2020_00-0036193","Cluster 1"
"3234","2020_00-0036164","Cluster 5"
"3235","2020_00-0026990","Cluster 9"
"3236","2020_00-0027882","Cluster 2"
"3237","2020_00-0029681","Cluster 6"
"3238","2020_00-0030566","Cluster 5"
"3239","2020_00-0032059","Cluster 2"
"3240","2020_00-0032875","Cluster 5"
"3241","2020_00-0033874","Cluster 6"
"3242","2020_00-0033894","Cluster 9"
"3243","2020_00-0033770","Cluster 3"
"3244","2020_00-0034116","Cluster 3"
"3245","2020_00-0035253","Cluster 2"
"3246","2020_00-0027962","Cluster 11"
"3247","2020_00-0032261","Cluster 10"
"3248","2020_00-0032759","Cluster 12"
"3249","2020_00-0033051","Cluster 12"
"3250","2020_00-0033935","Cluster 11"
"3251","2020_00-0033786","Cluster 8"
"3252","2020_00-0034344","Cluster 11"
"3253","2020_00-0035402","Cluster 7"
"3254","2020_00-0035409","Cluster 10"
"3255","2020_00-0035763","Cluster 8"
"3256","2020_00-0028834","Cluster 5"
"3257","2020_00-0029607","Cluster 4"
"3258","2020_00-0032109","Cluster 4"
"3259","2020_00-0033914","Cluster 1"
"3260","2020_00-0035316","Cluster 7"
"3261","2020_00-0034944","Cluster 3"
"3262","2020_00-0036418","Cluster 1"
"3263","2020_00-0029570","Cluster 5"
"3264","2020_00-0030411","Cluster 9"
"3265","2020_00-0032890","Cluster 6"
"3266","2020_00-0033883","Cluster 4"
"3267","2020_00-0033544","Cluster 3"
"3268","2020_00-0033302","Cluster 5"
"3269","2020_00-0033608","Cluster 6"
"3270","2020_00-0034780","Cluster 6"
"3271","2020_00-0034974","Cluster 9"
"3272","2020_00-0035339","Cluster 5"
"3273","2020_00-0036388","Cluster 2"
"3274","2020_00-0036394","Cluster 2"
"3275","2020_00-0036084","Cluster 5"
"3276","2020_00-0027975","Cluster 7"
"3277","2020_00-0031933","Cluster 12"
"3278","2020_00-0032763","Cluster 10"
"3279","2020_00-0033546","Cluster 10"
"3280","2020_00-0034800","Cluster 8"
"3281","2020_00-0035683","Cluster 12"
"3282","2020_00-0035816","Cluster 7"
"3283","2020_00-0031596","Cluster 1"
"3284","2020_00-0032955","Cluster 11"
"3285","2020_00-0032408","Cluster 4"
"3286","2020_00-0034360","Cluster 11"
"3287","2020_00-0034167","Cluster 1"
"3288","2020_00-0034588","Cluster 7"
"3289","2020_00-0035708","Cluster 7"
"3290","2020_00-0036400","Cluster 7"
"3291","2020_00-0036402","Cluster 7"
"3292","2020_00-0036404","Cluster 3"
"3293","2020_00-0036167","Cluster 1"
"3294","2020_00-0030161","Cluster 9"
"3295","2020_00-0032496","Cluster 2"
"3296","2020_00-0032596","Cluster 2"
"3297","2020_00-0033892","Cluster 9"
"3298","2020_00-0033503","Cluster 2"
"3299","2020_00-0034248","Cluster 3"
"3300","2020_00-0035633","Cluster 2"
"3301","2020_00-0035294","Cluster 6"
"3302","2020_00-0036329","Cluster 2"
"3303","2020_00-0036241","Cluster 6"
"3304","2020_00-0036149","Cluster 3"
"3305","2020_00-0036152","Cluster 6"
"3306","2020_00-0032269","Cluster 12"
"3307","2020_00-0032566","Cluster 8"
"3308","2020_00-0033963","Cluster 8"
"3309","2020_00-0034760","Cluster 8"
"3310","2020_00-0034805","Cluster 12"
"3311","2020_00-0034275","Cluster 10"
"3312","2020_00-0035718","Cluster 12"
"3313","2020_00-0035507","Cluster 7"
"3314","2020_00-0036296","Cluster 7"
"3315","2020_00-0036151","Cluster 7"
"3316","2020_00-0032248","Cluster 4"
"3317","2020_00-0031740","Cluster 4"
"3318","2020_00-0032970","Cluster 11"
"3319","2020_00-0033917","Cluster 11"
"3320","2020_00-0033392","Cluster 4"
"3321","2020_00-0034302","Cluster 7"
"3322","2020_00-0035276","Cluster 5"
"3323","2020_00-0028899","Cluster 9"
"3324","2020_00-0030062","Cluster 6"
"3325","2020_00-0030041","Cluster 2"
"3326","2020_00-0032942","Cluster 2"
"3327","2020_00-0032803","Cluster 9"
"3328","2020_00-0032581","Cluster 2"
"3329","2020_00-0033792","Cluster 2"
"3330","2020_00-0034377","Cluster 6"
"3331","2020_00-0034310","Cluster 3"
"3332","2020_00-0034993","Cluster 2"
"3333","2020_00-0036395","Cluster 5"
"3334","2020_00-0035995","Cluster 2"
"3335","2020_00-0035998","Cluster 2"
"3336","2020_00-0036002","Cluster 3"
"3337","2020_00-0027865","Cluster 11"
"3338","2020_00-0029653","Cluster 12"
"3339","2020_00-0029412","Cluster 7"
"3340","2020_00-0029568","Cluster 12"
"3341","2020_00-0033109","Cluster 12"
"3342","2020_00-0032402","Cluster 8"
"3343","2020_00-0033876","Cluster 11"
"3344","2020_00-0034381","Cluster 7"
"3345","2020_00-0034682","Cluster 7"
"3346","2020_00-0036007","Cluster 8"
"3347","2020_00-0031898","Cluster 4"
"3348","2020_00-0033549","Cluster 1"
"3349","2020_00-0033577","Cluster 4"
"3350","2020_00-0035386","Cluster 1"
"3351","2020_00-0036393","Cluster 5"
"3352","2020_00-0036401","Cluster 3"
"3353","2020_00-0035895","Cluster 1"
"3354","2020_00-0036209","Cluster 1"
"3355","2020_00-0027860","Cluster 6"
"3356","2020_00-0030023","Cluster 5"
"3357","2020_00-0032150","Cluster 6"
"3358","2020_00-0033053","Cluster 5"
"3359","2020_00-0032521","Cluster 2"
"3360","2020_00-0033930","Cluster 2"
"3361","2020_00-0034789","Cluster 9"
"3362","2020_00-0034858","Cluster 9"
"3363","2020_00-0035650","Cluster 3"
