"","yearly_id","cluster"
"1366","2018_00-0031592","Cluster 10"
"1367","2018_00-0032448","Cluster 7"
"1368","2018_00-0033940","Cluster 10"
"1369","2018_00-0033969","Cluster 7"
"1370","2018_00-0033324","Cluster 7"
"1371","2018_00-0034264","Cluster 7"
"1372","2018_00-0031256","Cluster 4"
"1373","2018_00-0031554","Cluster 4"
"1374","2018_00-0032422","Cluster 3"
"1375","2018_00-0033944","Cluster 1"
"1376","2018_00-0033336","Cluster 1"
"1377","2018_00-0027010","Cluster 4"
"1378","2018_00-0027136","Cluster 6"
"1379","2018_00-0027647","Cluster 9"
"1380","2018_00-0029542","Cluster 6"
"1381","2018_00-0029570","Cluster 3"
"1382","2018_00-0030383","Cluster 2"
"1383","2018_00-0031555","Cluster 2"
"1384","2018_00-0032580","Cluster 2"
"1385","2018_00-0033900","Cluster 5"
"1386","2018_00-0034435","Cluster 3"
"1387","2018_00-0034591","Cluster 2"
"1388","2018_00-0027958","Cluster 7"
"1389","2018_00-0028171","Cluster 12"
"1390","2018_00-0032143","Cluster 10"
"1391","2018_00-0032261","Cluster 10"
"1392","2018_00-0031566","Cluster 11"
"1393","2018_00-0032729","Cluster 7"
"1394","2018_00-0033920","Cluster 7"
"1395","2018_00-0033947","Cluster 7"
"1396","2018_00-0033381","Cluster 10"
"1397","2018_00-0034030","Cluster 7"
"1398","2018_00-0026672","Cluster 5"
"1399","2018_00-0027560","Cluster 5"
"1400","2018_00-0029669","Cluster 4"
"1401","2018_00-0030442","Cluster 7"
"1402","2018_00-0031360","Cluster 4"
"1403","2018_00-0032442","Cluster 1"
"1404","2018_00-0034385","Cluster 1"
"1405","2018_00-0027882","Cluster 2"
"1406","2018_00-0027835","Cluster 1"
"1407","2018_00-0029691","Cluster 3"
"1408","2018_00-0029747","Cluster 3"
"1409","2018_00-0032059","Cluster 2"
"1410","2018_00-0032379","Cluster 6"
"1411","2018_00-0032939","Cluster 2"
"1412","2018_00-0032875","Cluster 2"
"1413","2018_00-0033874","Cluster 6"
"1414","2018_00-0033894","Cluster 9"
"1415","2018_00-0033503","Cluster 5"
"1416","2018_00-0033770","Cluster 3"
"1417","2018_00-0027962","Cluster 11"
"1418","2018_00-0030503","Cluster 11"
"1419","2018_00-0031403","Cluster 8"
"1420","2018_00-0031947","Cluster 10"
"1421","2018_00-0032759","Cluster 12"
"1422","2018_00-0033051","Cluster 12"
"1423","2018_00-0033935","Cluster 7"
"1424","2018_00-0034344","Cluster 7"
"1425","2018_00-0034325","Cluster 10"
"1426","2018_00-0028834","Cluster 5"
"1427","2018_00-0029607","Cluster 4"
"1428","2018_00-0030278","Cluster 1"
"1429","2018_00-0030463","Cluster 4"
"1430","2018_00-0033914","Cluster 1"
"1431","2018_00-0033939","Cluster 7"
"1432","2018_00-0029681","Cluster 6"
"1433","2018_00-0028908","Cluster 2"
"1434","2018_00-0030403","Cluster 6"
"1435","2018_00-0030908","Cluster 3"
"1436","2018_00-0032262","Cluster 4"
"1437","2018_00-0031594","Cluster 3"
"1438","2018_00-0032042","Cluster 9"
"1439","2018_00-0034408","Cluster 5"
"1440","2018_00-0034496","Cluster 5"
"1441","2018_00-0034502","Cluster 2"
"1442","2018_00-0030070","Cluster 10"
"1443","2018_00-0030776","Cluster 12"
"1444","2018_00-0030883","Cluster 8"
"1445","2018_00-0032265","Cluster 8"
"1446","2018_00-0033546","Cluster 10"
"1447","2018_00-0034800","Cluster 12"
"1448","2018_00-0034848","Cluster 8"
"1449","2018_00-0027022","Cluster 7"
"1450","2018_00-0029693","Cluster 11"
"1451","2018_00-0029629","Cluster 1"
"1452","2018_00-0030527","Cluster 4"
"1453","2018_00-0031050","Cluster 11"
"1454","2018_00-0033121","Cluster 1"
"1455","2018_00-0033468","Cluster 5"
"1456","2018_00-0034360","Cluster 7"
"1457","2018_00-0034500","Cluster 1"
"1458","2018_00-0028075","Cluster 2"
"1459","2018_00-0029676","Cluster 6"
"1460","2018_00-0029690","Cluster 6"
"1461","2018_00-0030170","Cluster 5"
"1462","2018_00-0031338","Cluster 2"
"1463","2018_00-0031628","Cluster 6"
"1464","2018_00-0032410","Cluster 2"
"1465","2018_00-0032697","Cluster 9"
"1466","2018_00-0033872","Cluster 9"
"1467","2018_00-0033892","Cluster 9"
"1468","2018_00-0033299","Cluster 2"
"1469","2018_00-0034274","Cluster 5"
"1470","2018_00-0026564","Cluster 10"
"1471","2018_00-0030757","Cluster 10"
"1472","2018_00-0031933","Cluster 12"
"1473","2018_00-0032269","Cluster 12"
"1474","2018_00-0032859","Cluster 8"
"1475","2018_00-0034760","Cluster 8"
"1476","2018_00-0029479","Cluster 1"
"1477","2018_00-0030010","Cluster 11"
"1478","2018_00-0030160","Cluster 7"
"1479","2018_00-0031258","Cluster 7"
"1480","2018_00-0031308","Cluster 5"
"1481","2018_00-0031263","Cluster 4"
"1482","2018_00-0031740","Cluster 1"
"1483","2018_00-0033147","Cluster 4"
"1484","2018_00-0032970","Cluster 11"
"1485","2018_00-0033917","Cluster 7"
"1486","2018_00-0034302","Cluster 7"
"1487","2018_00-0025555","Cluster 9"
"1488","2018_00-0026990","Cluster 9"
"1489","2018_00-0028899","Cluster 9"
"1490","2018_00-0031414","Cluster 2"
"1491","2018_00-0032195","Cluster 6"
"1492","2018_00-0031991","Cluster 2"
"1493","2018_00-0032776","Cluster 3"
"1494","2018_00-0032803","Cluster 6"
"1495","2018_00-0032581","Cluster 2"
"1496","2018_00-0032635","Cluster 3"
"1497","2018_00-0033543","Cluster 2"
"1498","2018_00-0033551","Cluster 2"
"1499","2018_00-0033731","Cluster 5"
"1500","2018_00-0034377","Cluster 9"
"1501","2018_00-0034468","Cluster 3"
"1502","2018_00-0024227","Cluster 8"
"1503","2018_00-0026142","Cluster 11"
"1504","2018_00-0026618","Cluster 11"
"1505","2018_00-0027865","Cluster 11"
"1506","2018_00-0029653","Cluster 12"
"1507","2018_00-0031170","Cluster 8"
"1508","2018_00-0033876","Cluster 11"
"1509","2018_00-0033285","Cluster 7"
"1510","2018_00-0033976","Cluster 8"
"1511","2018_00-0034381","Cluster 7"
"1512","2018_00-0034461","Cluster 8"
"1513","2018_00-0029272","Cluster 4"
"1514","2018_00-0029955","Cluster 5"
"1515","2018_00-0032129","Cluster 4"
"1516","2018_00-0032437","Cluster 1"
"1517","2018_00-0033577","Cluster 1"
"1518","2018_00-0027860","Cluster 6"
"1519","2018_00-0027676","Cluster 2"
"1520","2018_00-0029529","Cluster 6"
"1521","2018_00-0030023","Cluster 3"
"1522","2018_00-0031070","Cluster 5"
"1523","2018_00-0033103","Cluster 2"
"1524","2018_00-0033053","Cluster 9"
"1525","2018_00-0032521","Cluster 2"
"1526","2018_00-0033930","Cluster 5"
"1527","2018_00-0034858","Cluster 9"
"1528","2018_00-0034335","Cluster 5"
"1529","2018_00-0027862","Cluster 8"
"1530","2018_00-0027969","Cluster 12"
"1531","2018_00-0031412","Cluster 12"
"1532","2018_00-0031193","Cluster 10"
"1533","2018_00-0031607","Cluster 8"
"1534","2018_00-0033109","Cluster 10"
"1535","2018_00-0028932","Cluster 5"
"1536","2018_00-0030064","Cluster 1"
"1537","2018_00-0030434","Cluster 4"
"1538","2018_00-0032146","Cluster 11"
"1539","2018_00-0031956","Cluster 7"
"1540","2018_00-0032366","Cluster 1"
"1541","2018_00-0033886","Cluster 11"
"1542","2018_00-0034204","Cluster 7"
"1543","2018_00-0034341","Cluster 3"
"1544","2018_00-0027866","Cluster 9"
"1545","2018_00-0029329","Cluster 3"
"1546","2018_00-0030161","Cluster 9"
"1547","2018_00-0031630","Cluster 5"
"1548","2018_00-0031796","Cluster 2"
"1549","2018_00-0033926","Cluster 6"
"1550","2018_00-0033931","Cluster 2"
"1551","2018_00-0033554","Cluster 9"
"1552","2018_00-0033970","Cluster 3"
"1553","2018_00-0034756","Cluster 6"
"1554","2018_00-0030555","Cluster 7"
"1555","2018_00-0031242","Cluster 10"
"1556","2018_00-0032210","Cluster 11"
"1557","2018_00-0032387","Cluster 12"
"1558","2018_00-0032416","Cluster 12"
"1559","2018_00-0033024","Cluster 7"
"1560","2018_00-0033934","Cluster 8"
"1561","2018_00-0034831","Cluster 7"
"1562","2018_00-0034234","Cluster 10"
"1563","2018_00-0028037","Cluster 4"
"1564","2018_00-0029409","Cluster 4"
"1565","2018_00-0029255","Cluster 4"
"1566","2018_00-0030558","Cluster 1"
"1567","2018_00-0033452","Cluster 1"
"1568","2018_00-0034755","Cluster 5"
"1569","2018_00-0034163","Cluster 7"
"1570","2018_00-0028092","Cluster 6"
"1571","2018_00-0031298","Cluster 2"
"1572","2018_00-0031267","Cluster 9"
"1573","2018_00-0031253","Cluster 2"
"1574","2018_00-0032057","Cluster 4"
"1575","2018_00-0032479","Cluster 5"
"1576","2018_00-0033783","Cluster 6"
"1577","2018_00-0033302","Cluster 9"
"1578","2018_00-0033430","Cluster 5"
"1579","2018_00-0034263","Cluster 2"
"1580","2018_00-0034384","Cluster 2"
"1581","2018_00-0034730","Cluster 9"
"1582","2018_00-0027684","Cluster 10"
"1583","2018_00-0031175","Cluster 11"
"1584","2018_00-0032164","Cluster 12"
"1585","2018_00-0031843","Cluster 7"
"1586","2018_00-0032378","Cluster 12"
"1587","2018_00-0033010","Cluster 8"
"1588","2018_00-0032413","Cluster 11"
"1589","2018_00-0033870","Cluster 12"
"1590","2018_00-0033297","Cluster 10"
"1591","2018_00-0033298","Cluster 7"
"1592","2018_00-0034283","Cluster 7"
"1593","2018_00-0027812","Cluster 7"
"1594","2018_00-0028180","Cluster 1"
"1595","2018_00-0030770","Cluster 4"
"1596","2018_00-0031961","Cluster 1"
"1597","2018_00-0033973","Cluster 4"
"1598","2018_00-0034815","Cluster 4"
"1599","2018_00-0024183","Cluster 6"
"1600","2018_00-0028031","Cluster 1"
"1601","2018_00-0032168","Cluster 5"
"1602","2018_00-0032758","Cluster 1"
"1603","2018_00-0032772","Cluster 2"
"1604","2018_00-0032637","Cluster 2"
"1605","2018_00-0032749","Cluster 2"
"1606","2018_00-0032946","Cluster 5"
"1607","2018_00-0033070","Cluster 2"
"1608","2018_00-0033898","Cluster 9"
"1609","2018_00-0034355","Cluster 2"
"1610","2018_00-0034778","Cluster 6"
"1611","2018_00-0034374","Cluster 9"
"1612","2018_00-0027856","Cluster 12"
"1613","2018_00-0027867","Cluster 11"
"1614","2018_00-0029257","Cluster 8"
"1615","2018_00-0029412","Cluster 11"
"1616","2018_00-0030386","Cluster 8"
"1617","2018_00-0031304","Cluster 7"
"1618","2018_00-0031089","Cluster 10"
"1619","2018_00-0031957","Cluster 8"
"1620","2018_00-0032952","Cluster 7"
"1621","2018_00-0033129","Cluster 11"
"1622","2018_00-0033582","Cluster 8"
"1623","2018_00-0034773","Cluster 10"
"1624","2018_00-0034612","Cluster 7"
"1625","2018_00-0029562","Cluster 4"
"1626","2018_00-0030382","Cluster 3"
"1627","2018_00-0031120","Cluster 1"
"1628","2018_00-0032109","Cluster 4"
"1629","2018_00-0031815","Cluster 5"
"1630","2018_00-0032789","Cluster 1"
"1631","2018_00-0033424","Cluster 1"
"1632","2018_00-0034415","Cluster 5"
"1633","2018_00-0027736","Cluster 1"
"1634","2018_00-0030060","Cluster 9"
"1635","2018_00-0030411","Cluster 4"
"1636","2018_00-0030020","Cluster 3"
"1637","2018_00-0031218","Cluster 6"
"1638","2018_00-0033132","Cluster 9"
"1639","2018_00-0032783","Cluster 5"
"1640","2018_00-0032931","Cluster 5"
"1641","2018_00-0033878","Cluster 6"
"1642","2018_00-0034389","Cluster 3"
"1643","2018_00-0028015","Cluster 12"
"1644","2018_00-0030507","Cluster 10"
"1645","2018_00-0031054","Cluster 10"
"1646","2018_00-0032138","Cluster 8"
"1647","2018_00-0032763","Cluster 10"
"1648","2018_00-0034657","Cluster 8"
"1649","2018_00-0025828","Cluster 4"
"1650","2018_00-0026989","Cluster 11"
"1651","2018_00-0027868","Cluster 11"
"1652","2018_00-0029794","Cluster 5"
"1653","2018_00-0029869","Cluster 1"
"1654","2018_00-0032386","Cluster 7"
"1655","2018_00-0033954","Cluster 4"
"1656","2018_00-0034743","Cluster 1"
"1657","2018_00-0034828","Cluster 11"
"1658","2018_00-0034659","Cluster 7"
"1659","2018_00-0029285","Cluster 6"
"1660","2018_00-0031333","Cluster 9"
"1661","2018_00-0031844","Cluster 5"
"1662","2018_00-0032007","Cluster 6"
"1663","2018_00-0033918","Cluster 6"
"1664","2018_00-0033527","Cluster 9"
"1665","2018_00-0034337","Cluster 2"
"1666","2018_00-0034071","Cluster 3"
"1667","2018_00-0034465","Cluster 3"
"1668","2018_00-0034840","Cluster 3"
"1669","2018_00-0030515","Cluster 8"
"1670","2018_00-0032781","Cluster 12"
"1671","2018_00-0033523","Cluster 12"
"1672","2018_00-0033962","Cluster 8"
"1673","2018_00-0034333","Cluster 12"
"1674","2018_00-0034397","Cluster 8"
"1675","2018_00-0027954","Cluster 11"
"1676","2018_00-0028022","Cluster 4"
"1677","2018_00-0028103","Cluster 7"
"1678","2018_00-0029566","Cluster 1"
"1679","2018_00-0031371","Cluster 7"
"1680","2018_00-0031290","Cluster 5"
"1681","2018_00-0031935","Cluster 11"
"1682","2018_00-0031728","Cluster 3"
"1683","2018_00-0032751","Cluster 7"
"1684","2018_00-0033887","Cluster 4"
"1685","2018_00-0033525","Cluster 7"
"1686","2018_00-0033532","Cluster 5"
"1687","2018_00-0034336","Cluster 3"
"1688","2019_00-0027943","Cluster 6"
"1689","2019_00-0029747","Cluster 5"
"1690","2019_00-0032848","Cluster 3"
"1691","2019_00-0033890","Cluster 9"
"1692","2019_00-0034641","Cluster 3"
"1693","2019_00-0035236","Cluster 6"
"1694","2019_00-0035532","Cluster 5"
"1695","2019_00-0035705","Cluster 9"
"1696","2019_00-0026964","Cluster 8"
"1697","2019_00-0027686","Cluster 12"
"1698","2019_00-0031071","Cluster 12"
"1699","2019_00-0031105","Cluster 8"
"1700","2019_00-0032131","Cluster 12"
"1701","2019_00-0033093","Cluster 12"
"1702","2019_00-0035248","Cluster 12"
"1703","2019_00-0035541","Cluster 8"
"1704","2019_00-0035486","Cluster 8"
"1705","2019_00-0027980","Cluster 7"
"1706","2019_00-0029585","Cluster 11"
"1707","2019_00-0031175","Cluster 7"
"1708","2019_00-0032129","Cluster 4"
"1709","2019_00-0032809","Cluster 1"
"1710","2019_00-0033875","Cluster 4"
"1711","2019_00-0033580","Cluster 5"
"1712","2019_00-0034404","Cluster 7"
"1713","2019_00-0034490","Cluster 5"
"1714","2019_00-0030562","Cluster 6"
"1715","2019_00-0030538","Cluster 5"
"1716","2019_00-0030484","Cluster 2"
"1717","2019_00-0030541","Cluster 2"
"1718","2019_00-0030427","Cluster 1"
"1719","2019_00-0031181","Cluster 9"
"1720","2019_00-0032382","Cluster 4"
"1721","2019_00-0032592","Cluster 3"
"1722","2019_00-0033512","Cluster 9"
"1723","2019_00-0033819","Cluster 5"
"1724","2019_00-0034357","Cluster 6"
"1725","2019_00-0035255","Cluster 2"
"1726","2019_00-0035285","Cluster 3"
"1727","2019_00-0027958","Cluster 7"
"1728","2019_00-0028024","Cluster 12"
"1729","2019_00-0029627","Cluster 8"
"1730","2019_00-0032240","Cluster 11"
"1731","2019_00-0031583","Cluster 12"
"1732","2019_00-0031947","Cluster 10"
"1733","2019_00-0033540","Cluster 11"
"1734","2019_00-0033693","Cluster 7"
"1735","2019_00-0034363","Cluster 10"
"1736","2019_00-0034154","Cluster 7"
"1737","2019_00-0035265","Cluster 7"
"1738","2019_00-0032388","Cluster 4"
"1739","2019_00-0032401","Cluster 4"
"1740","2019_00-0034413","Cluster 1"
"1741","2019_00-0026280","Cluster 2"
"1742","2019_00-0027866","Cluster 9"
"1743","2019_00-0027539","Cluster 5"
"1744","2019_00-0027965","Cluster 2"
"1745","2019_00-0030020","Cluster 5"
"1746","2019_00-0030294","Cluster 9"
"1747","2019_00-0032165","Cluster 6"
"1748","2019_00-0033281","Cluster 6"
"1749","2019_00-0033294","Cluster 4"
"1750","2019_00-0034265","Cluster 2"
"1751","2019_00-0034277","Cluster 5"
"1752","2019_00-0024338","Cluster 10"
"1753","2019_00-0030511","Cluster 12"
"1754","2019_00-0031346","Cluster 10"
"1755","2019_00-0033046","Cluster 7"
"1756","2019_00-0032574","Cluster 10"
"1757","2019_00-0033913","Cluster 12"
"1758","2019_00-0034985","Cluster 8"
"1759","2019_00-0028103","Cluster 11"
"1760","2019_00-0028278","Cluster 4"
"1761","2019_00-0028932","Cluster 5"
"1762","2019_00-0032415","Cluster 11"
"1763","2019_00-0032573","Cluster 1"
"1764","2019_00-0033283","Cluster 7"
"1765","2019_00-0034787","Cluster 5"
"1766","2019_00-0035651","Cluster 11"
"1767","2019_00-0027835","Cluster 5"
"1768","2019_00-0030090","Cluster 9"
"1769","2019_00-0030114","Cluster 9"
"1770","2019_00-0031548","Cluster 2"
"1771","2019_00-0031870","Cluster 5"
"1772","2019_00-0033884","Cluster 6"
"1773","2019_00-0034376","Cluster 2"
"1774","2019_00-0034391","Cluster 1"
"1775","2019_00-0034514","Cluster 6"
"1776","2019_00-0035290","Cluster 1"
"1777","2019_00-0027881","Cluster 11"
"1778","2019_00-0027956","Cluster 8"
"1779","2019_00-0030455","Cluster 8"
"1780","2019_00-0031300","Cluster 11"
"1781","2019_00-0031557","Cluster 12"
"1782","2019_00-0033096","Cluster 7"
"1783","2019_00-0033469","Cluster 8"
"1784","2019_00-0034782","Cluster 8"
"1785","2019_00-0035230","Cluster 12"
"1786","2019_00-0035306","Cluster 7"
"1787","2019_00-0023259","Cluster 11"
"1788","2019_00-0029061","Cluster 1"
"1789","2019_00-0031393","Cluster 1"
"1790","2019_00-0033571","Cluster 4"
"1791","2019_00-0034673","Cluster 4"
"1792","2019_00-0034539","Cluster 1"
"1793","2019_00-0028128","Cluster 5"
"1794","2019_00-0030548","Cluster 9"
"1795","2019_00-0031016","Cluster 6"
"1796","2019_00-0031261","Cluster 9"
"1797","2019_00-0033059","Cluster 3"
"1798","2019_00-0032890","Cluster 6"
"1799","2019_00-0033070","Cluster 2"
"1800","2019_00-0033410","Cluster 5"
"1801","2019_00-0034356","Cluster 6"
"1802","2019_00-0034398","Cluster 3"
"1803","2019_00-0027856","Cluster 12"
"1804","2019_00-0027236","Cluster 8"
"1805","2019_00-0028339","Cluster 11"
"1806","2019_00-0029688","Cluster 10"
"1807","2019_00-0030448","Cluster 10"
"1808","2019_00-0030515","Cluster 10"
"1809","2019_00-0030251","Cluster 8"
"1810","2019_00-0031500","Cluster 7"
"1811","2019_00-0032967","Cluster 12"
"1812","2019_00-0034382","Cluster 7"
"1813","2019_00-0029248","Cluster 4"
"1814","2019_00-0029193","Cluster 11"
"1815","2019_00-0031550","Cluster 4"
"1816","2019_00-0034396","Cluster 1"
"1817","2019_00-0034430","Cluster 3"
"1818","2019_00-0035713","Cluster 7"
"1819","2019_00-0035257","Cluster 7"
"1820","2019_00-0035444","Cluster 3"
"1821","2019_00-0027743","Cluster 3"
"1822","2019_00-0027957","Cluster 6"
"1823","2019_00-0028075","Cluster 2"
"1824","2019_00-0031041","Cluster 6"
"1825","2019_00-0031333","Cluster 9"
"1826","2019_00-0032774","Cluster 5"
"1827","2019_00-0032790","Cluster 3"
"1828","2019_00-0033784","Cluster 9"
"1829","2019_00-0034603","Cluster 3"
"1830","2019_00-0035293","Cluster 3"
"1831","2019_00-0035696","Cluster 3"
"1832","2019_00-0029657","Cluster 12"
"1833","2019_00-0030500","Cluster 10"
"1834","2019_00-0031177","Cluster 8"
"1835","2019_00-0031551","Cluster 10"
"1836","2019_00-0032667","Cluster 12"
"1837","2019_00-0033438","Cluster 8"
"1838","2019_00-0034387","Cluster 12"
"1839","2019_00-0034587","Cluster 8"
"1840","2019_00-0029577","Cluster 4"
"1841","2019_00-0031040","Cluster 11"
"1842","2019_00-0031308","Cluster 1"
"1843","2019_00-0030993","Cluster 7"
"1844","2019_00-0033072","Cluster 11"
"1845","2019_00-0032773","Cluster 4"
"1846","2019_00-0032789","Cluster 7"
"1847","2019_00-0033635","Cluster 7"
"1848","2019_00-0034874","Cluster 4"
"1849","2019_00-0034372","Cluster 3"
"1850","2019_00-0029560","Cluster 6"
"1851","2019_00-0030471","Cluster 4"
"1852","2019_00-0030403","Cluster 6"
"1853","2019_00-0031380","Cluster 2"
"1854","2019_00-0033107","Cluster 6"
"1855","2019_00-0032807","Cluster 5"
"1856","2019_00-0032934","Cluster 3"
"1857","2019_00-0033791","Cluster 5"
"1858","2019_00-0033405","Cluster 3"
"1859","2019_00-0033430","Cluster 3"
"1860","2019_00-0034675","Cluster 9"
"1861","2019_00-0034683","Cluster 5"
"1862","2019_00-0034533","Cluster 3"
"1863","2019_00-0027662","Cluster 11"
"1864","2019_00-0027720","Cluster 12"
"1865","2019_00-0030776","Cluster 7"
"1866","2019_00-0033066","Cluster 10"
"1867","2019_00-0033463","Cluster 11"
"1868","2019_00-0033786","Cluster 8"
"1869","2019_00-0033347","Cluster 8"
"1870","2019_00-0034834","Cluster 11"
"1871","2019_00-0034394","Cluster 7"
"1872","2019_00-0035260","Cluster 8"
"1873","2019_00-0029955","Cluster 5"
"1874","2019_00-0032892","Cluster 4"
"1875","2019_00-0033790","Cluster 5"
"1876","2019_00-0033344","Cluster 5"
"1877","2019_00-0035697","Cluster 1"
"1878","2019_00-0027676","Cluster 9"
"1879","2019_00-0031269","Cluster 2"
"1880","2019_00-0031097","Cluster 2"
"1881","2019_00-0032251","Cluster 9"
"1882","2019_00-0031512","Cluster 9"
"1883","2019_00-0033038","Cluster 2"
"1884","2019_00-0032403","Cluster 1"
"1885","2019_00-0034856","Cluster 6"
"1886","2019_00-0034088","Cluster 3"
"1887","2019_00-0034488","Cluster 3"
"1888","2019_00-0035638","Cluster 6"
"1889","2019_00-0034977","Cluster 2"
"1890","2019_00-0035044","Cluster 3"
"1891","2019_00-0029693","Cluster 11"
"1892","2019_00-0030573","Cluster 12"
"1893","2019_00-0031264","Cluster 7"
"1894","2019_00-0032518","Cluster 8"
"1895","2019_00-0032660","Cluster 10"
"1896","2019_00-0033868","Cluster 11"
"1897","2019_00-0033905","Cluster 10"
"1898","2019_00-0033408","Cluster 7"
"1899","2019_00-0033598","Cluster 8"
"1900","2019_00-0034770","Cluster 7"
"1901","2019_00-0034251","Cluster 10"
"1902","2019_00-0035404","Cluster 7"
"1903","2019_00-0031361","Cluster 4"
"1904","2019_00-0031120","Cluster 1"
"1905","2019_00-0033125","Cluster 4"
"1906","2019_00-0033242","Cluster 5"
"1907","2019_00-0034500","Cluster 1"
"1908","2019_00-0035646","Cluster 1"
"1909","2019_00-0035144","Cluster 4"
"1910","2019_00-0030196","Cluster 9"
"1911","2019_00-0031357","Cluster 3"
"1912","2019_00-0032239","Cluster 6"
"1913","2019_00-0033083","Cluster 2"
"1914","2019_00-0033047","Cluster 2"
"1915","2019_00-0033048","Cluster 5"
"1916","2019_00-0033548","Cluster 6"
"1917","2019_00-0033903","Cluster 3"
"1918","2019_00-0033928","Cluster 2"
"1919","2019_00-0033579","Cluster 9"
"1920","2019_00-0035301","Cluster 3"
"1921","2019_00-0026618","Cluster 12"
"1922","2019_00-0027952","Cluster 11"
"1923","2019_00-0029641","Cluster 8"
"1924","2019_00-0031411","Cluster 11"
"1925","2019_00-0030946","Cluster 7"
"1926","2019_00-0031619","Cluster 8"
"1927","2019_00-0033131","Cluster 12"
"1928","2019_00-0032871","Cluster 10"
"1929","2019_00-0034373","Cluster 7"
"1930","2019_00-0035247","Cluster 8"
"1931","2019_00-0035281","Cluster 7"
"1932","2019_00-0027663","Cluster 1"
"1933","2019_00-0028180","Cluster 1"
"1934","2019_00-0030761","Cluster 1"
"1935","2019_00-0031999","Cluster 5"
"1936","2019_00-0033052","Cluster 4"
"1937","2019_00-0034674","Cluster 4"
"1938","2019_00-0034410","Cluster 3"
"1939","2019_00-0027872","Cluster 9"
"1940","2019_00-0028224","Cluster 6"
"1941","2019_00-0031991","Cluster 2"
"1942","2019_00-0032390","Cluster 3"
"1943","2019_00-0032971","Cluster 9"
"1944","2019_00-0032958","Cluster 2"
"1945","2019_00-0034744","Cluster 2"
"1946","2019_00-0034780","Cluster 2"
"1947","2019_00-0034388","Cluster 6"
"1948","2019_00-0034111","Cluster 3"
"1949","2019_00-0035172","Cluster 3"
"1950","2019_00-0029586","Cluster 12"
"1951","2019_00-0029890","Cluster 10"
"1952","2019_00-0031270","Cluster 12"
"1953","2019_00-0033064","Cluster 8"
"1954","2019_00-0032463","Cluster 8"
"1955","2019_00-0033782","Cluster 8"
"1956","2019_00-0034832","Cluster 11"
"1957","2019_00-0035678","Cluster 8"
"1958","2019_00-0035073","Cluster 8"
"1959","2019_00-0035557","Cluster 8"
"1960","2019_00-0027940","Cluster 11"
"1961","2019_00-0031258","Cluster 7"
"1962","2019_00-0031350","Cluster 1"
"1963","2019_00-0031427","Cluster 4"
"1964","2019_00-0033659","Cluster 3"
"1965","2019_00-0034368","Cluster 5"
"1966","2019_00-0034887","Cluster 4"
"1967","2019_00-0035591","Cluster 7"
"1968","2019_00-0034954","Cluster 11"
"1969","2019_00-0029410","Cluster 4"
"1970","2019_00-0030062","Cluster 6"
"1971","2019_00-0029901","Cluster 6"
"1972","2019_00-0031796","Cluster 6"
"1973","2019_00-0032399","Cluster 5"
"1974","2019_00-0034745","Cluster 9"
"1975","2019_00-0034639","Cluster 5"
"1976","2019_00-0035655","Cluster 2"
"1977","2019_00-0035270","Cluster 3"
"1978","2019_00-0035327","Cluster 5"
"1979","2019_00-0029284","Cluster 8"
"1980","2019_00-0029040","Cluster 10"
"1981","2019_00-0030697","Cluster 8"
"1982","2019_00-0031566","Cluster 11"
"1983","2019_00-0032889","Cluster 12"
"1984","2019_00-0032655","Cluster 12"
"1985","2019_00-0034371","Cluster 12"
"1986","2019_00-0034223","Cluster 8"
"1987","2019_00-0034586","Cluster 10"
"1988","2019_00-0034590","Cluster 8"
"1989","2019_00-0035531","Cluster 7"
"1990","2019_00-0035334","Cluster 8"
"1991","2019_00-0031241","Cluster 11"
"1992","2019_00-0031130","Cluster 4"
"1993","2019_00-0032470","Cluster 1"
"1994","2019_00-0033539","Cluster 4"
"1995","2019_00-0033557","Cluster 1"
"1996","2019_00-0035240","Cluster 1"
"1997","2019_00-0024061","Cluster 2"
"1998","2019_00-0032198","Cluster 5"
"1999","2019_00-0031584","Cluster 9"
"2000","2019_00-0033124","Cluster 2"
"2001","2019_00-0033524","Cluster 6"
"2002","2019_00-0034728","Cluster 6"
"2003","2019_00-0034751","Cluster 5"
"2004","2019_00-0034179","Cluster 2"
"2005","2019_00-0034468","Cluster 2"
"2006","2019_00-0034540","Cluster 5"
"2007","2019_00-0034968","Cluster 9"
"2008","2019_00-0033120","Cluster 12"
"2009","2019_00-0032412","Cluster 12"
"2010","2019_00-0033929","Cluster 8"
"2011","2019_00-0034185","Cluster 10"
"2012","2019_00-0034984","Cluster 8"
"2013","2019_00-0031935","Cluster 11"
"2014","2019_00-0031576","Cluster 11"
"2015","2019_00-0032955","Cluster 7"
"2016","2019_00-0033121","Cluster 1"
"2017","2019_00-0032408","Cluster 4"
"2018","2019_00-0033915","Cluster 7"
"2019","2019_00-0034754","Cluster 1"
"2020","2019_00-0034967","Cluster 7"
"2021","2019_00-0022247","Cluster 5"
"2022","2019_00-0024239","Cluster 6"
"2023","2019_00-0028924","Cluster 9"
"2024","2019_00-0030312","Cluster 1"
"2025","2019_00-0031372","Cluster 6"
"2026","2019_00-0031015","Cluster 2"
"2027","2019_00-0032758","Cluster 6"
"2028","2019_00-0033882","Cluster 6"
"2029","2019_00-0033970","Cluster 3"
"2030","2019_00-0034361","Cluster 9"
"2031","2019_00-0034792","Cluster 3"
