"","yearly_id","down","snap_count","team_snaps","snap_down_usage"
"3055","2021_00-0036187",4,1,20,5
"3056","2021_00-0036194",1,6,31,19.3548387096774
"3057","2021_00-0036194",2,3,22,13.6363636363636
"3058","2021_00-0036194",3,0,10,0
"3059","2021_00-0036195",1,310,310,100
"3060","2021_00-0036195",2,246,246,100
"3061","2021_00-0036195",3,177,177,100
"3062","2021_00-0036195",4,16,16,100
"3063","2021_00-0036196",1,239,494,48.3805668016194
"3064","2021_00-0036196",2,187,363,51.5151515151515
"3065","2021_00-0036196",3,121,218,55.5045871559633
"3066","2021_00-0036196",4,14,19,73.6842105263158
"3067","2021_00-0036197",1,30,45,66.6666666666667
"3068","2021_00-0036197",2,26,39,66.6666666666667
"3069","2021_00-0036197",3,27,36,75
"3070","2021_00-0036197",4,5,7,71.4285714285714
"3071","2021_00-0036198",1,241,377,63.9257294429708
"3072","2021_00-0036198",2,186,274,67.8832116788321
"3073","2021_00-0036198",3,115,159,72.3270440251572
"3074","2021_00-0036198",4,7,8,87.5
"3075","2021_00-0036212",1,309,351,88.034188034188
"3076","2021_00-0036212",2,247,286,86.3636363636364
"3077","2021_00-0036212",3,157,189,83.0687830687831
"3078","2021_00-0036212",4,12,16,75
"3079","2021_00-0036214",1,170,300,56.6666666666667
"3080","2021_00-0036214",2,122,223,54.7085201793722
"3081","2021_00-0036214",3,76,131,58.0152671755725
"3082","2021_00-0036214",4,15,20,75
"3083","2021_00-0036215",1,90,179,50.2793296089386
"3084","2021_00-0036215",2,68,134,50.7462686567164
"3085","2021_00-0036215",3,41,76,53.9473684210526
"3086","2021_00-0036215",4,5,6,83.3333333333333
"3087","2021_00-0036219",1,223,294,75.8503401360544
"3088","2021_00-0036219",2,205,260,78.8461538461538
"3089","2021_00-0036219",3,146,185,78.9189189189189
"3090","2021_00-0036219",4,14,16,87.5
"3091","2021_00-0036223",1,358,487,73.5112936344969
"3092","2021_00-0036223",2,246,363,67.7685950413223
"3093","2021_00-0036223",3,137,221,61.9909502262443
"3094","2021_00-0036223",4,18,26,69.2307692307692
"3095","2021_00-0036226",1,3,31,9.67741935483871
"3096","2021_00-0036226",2,2,23,8.69565217391304
"3097","2021_00-0036226",3,0,12,0
"3098","2021_00-0036226",4,0,1,0
"3099","2021_00-0036228",1,26,230,11.304347826087
"3100","2021_00-0036228",2,19,173,10.9826589595376
"3101","2021_00-0036228",3,19,98,19.3877551020408
"3102","2021_00-0036228",4,1,10,10
"3103","2021_00-0036230",1,3,67,4.47761194029851
"3104","2021_00-0036230",2,2,48,4.16666666666667
"3105","2021_00-0036230",3,1,29,3.44827586206897
"3106","2021_00-0036230",4,0,2,0
"3107","2021_00-0036232",1,219,464,47.198275862069
"3108","2021_00-0036232",2,140,339,41.2979351032448
"3109","2021_00-0036232",3,40,218,18.348623853211
"3110","2021_00-0036232",4,8,34,23.5294117647059
"3111","2021_00-0036233",1,287,390,73.5897435897436
"3112","2021_00-0036233",2,221,286,77.2727272727273
"3113","2021_00-0036233",3,157,187,83.9572192513369
"3114","2021_00-0036233",4,27,30,90
"3115","2021_00-0036236",1,36,36,100
"3116","2021_00-0036236",2,20,20,100
"3117","2021_00-0036236",3,12,12,100
"3118","2021_00-0036236",4,2,2,100
"3119","2021_00-0036244",1,93,326,28.5276073619632
"3120","2021_00-0036244",2,70,249,28.1124497991968
"3121","2021_00-0036244",3,25,150,16.6666666666667
"3122","2021_00-0036244",4,2,10,20
"3123","2021_00-0036246",1,484,487,99.3839835728953
"3124","2021_00-0036246",2,351,352,99.7159090909091
"3125","2021_00-0036246",3,211,212,99.5283018867924
"3126","2021_00-0036246",4,19,20,95
"3127","2021_00-0036247",1,229,446,51.3452914798206
"3128","2021_00-0036247",2,208,339,61.3569321533923
"3129","2021_00-0036247",3,157,208,75.4807692307692
"3130","2021_00-0036247",4,11,13,84.6153846153846
"3131","2021_00-0036248",1,434,435,99.7701149425287
"3132","2021_00-0036248",2,355,358,99.1620111731844
"3133","2021_00-0036248",3,232,233,99.5708154506438
"3134","2021_00-0036248",4,23,24,95.8333333333333
"3135","2021_00-0036250",1,71,363,19.5592286501377
"3136","2021_00-0036250",2,47,260,18.0769230769231
"3137","2021_00-0036250",3,15,157,9.55414012738854
"3138","2021_00-0036250",4,0,14,0
"3139","2021_00-0036251",1,147,369,39.8373983739837
"3140","2021_00-0036251",2,101,273,36.996336996337
"3141","2021_00-0036251",3,89,170,52.3529411764706
"3142","2021_00-0036251",4,6,15,40
"3143","2021_00-0036252",1,437,487,89.7330595482546
"3144","2021_00-0036252",2,330,363,90.9090909090909
"3145","2021_00-0036252",3,201,221,90.9502262443439
"3146","2021_00-0036252",4,18,26,69.2307692307692
"3147","2021_00-0036254",1,83,291,28.5223367697594
"3148","2021_00-0036254",2,67,206,32.5242718446602
"3149","2021_00-0036254",3,41,156,26.2820512820513
"3150","2021_00-0036254",4,6,18,33.3333333333333
"3151","2021_00-0036255",1,108,267,40.4494382022472
"3152","2021_00-0036255",2,97,215,45.1162790697674
"3153","2021_00-0036255",3,48,127,37.7952755905512
"3154","2021_00-0036255",4,6,15,40
"3155","2021_00-0036256",1,33,54,61.1111111111111
"3156","2021_00-0036256",2,25,46,54.3478260869565
"3157","2021_00-0036256",3,14,24,58.3333333333333
"3158","2021_00-0036258",1,405,405,100
"3159","2021_00-0036258",2,316,316,100
"3160","2021_00-0036258",3,207,207,100
"3161","2021_00-0036258",4,35,35,100
"3162","2021_00-0036259",1,149,535,27.8504672897196
"3163","2021_00-0036259",2,134,384,34.8958333333333
"3164","2021_00-0036259",3,132,227,58.1497797356828
"3165","2021_00-0036259",4,7,22,31.8181818181818
"3166","2021_00-0036261",1,453,565,80.1769911504425
"3167","2021_00-0036261",2,343,404,84.9009900990099
"3168","2021_00-0036261",3,218,239,91.2133891213389
"3169","2021_00-0036261",4,19,27,70.3703703703704
"3170","2021_00-0036264",1,58,178,32.5842696629214
"3171","2021_00-0036264",2,41,127,32.2834645669291
"3172","2021_00-0036264",3,26,74,35.1351351351351
"3173","2021_00-0036264",4,6,11,54.5454545454545
"3174","2021_00-0036265",1,226,510,44.3137254901961
"3175","2021_00-0036265",2,162,370,43.7837837837838
"3176","2021_00-0036265",3,81,224,36.1607142857143
"3177","2021_00-0036265",4,6,24,25
"3178","2021_00-0036267",1,325,367,88.5558583106267
"3179","2021_00-0036267",2,244,273,89.3772893772894
"3180","2021_00-0036267",3,164,181,90.6077348066298
"3181","2021_00-0036267",4,21,23,91.304347826087
"3182","2021_00-0036268",1,278,414,67.1497584541063
"3183","2021_00-0036268",2,206,315,65.3968253968254
"3184","2021_00-0036268",3,163,201,81.0945273631841
"3185","2021_00-0036268",4,19,26,73.0769230769231
"3186","2021_00-0036269",1,12,90,13.3333333333333
"3187","2021_00-0036269",2,9,72,12.5
"3188","2021_00-0036269",3,0,40,0
"3189","2021_00-0036269",4,0,5,0
"3190","2021_00-0036271",1,369,528,69.8863636363636
"3191","2021_00-0036271",2,276,388,71.1340206185567
"3192","2021_00-0036271",3,179,245,73.0612244897959
"3193","2021_00-0036271",4,16,31,51.6129032258064
"3194","2021_00-0036272",1,276,360,76.6666666666667
"3195","2021_00-0036272",2,209,270,77.4074074074074
"3196","2021_00-0036272",3,141,179,78.7709497206704
"3197","2021_00-0036272",4,20,25,80
"3198","2021_00-0036273",1,3,64,4.6875
"3199","2021_00-0036273",2,1,46,2.17391304347826
"3200","2021_00-0036273",3,1,25,4
"3201","2021_00-0036273",4,1,4,25
"3202","2021_00-0036275",1,212,336,63.0952380952381
"3203","2021_00-0036275",2,177,252,70.2380952380952
"3204","2021_00-0036275",3,126,166,75.9036144578313
"3205","2021_00-0036275",4,22,26,84.6153846153846
"3206","2021_00-0036277",1,92,155,59.3548387096774
"3207","2021_00-0036277",2,71,112,63.3928571428571
"3208","2021_00-0036277",3,39,63,61.9047619047619
"3209","2021_00-0036277",4,8,13,61.5384615384615
"3210","2021_00-0036278",1,13,28,46.4285714285714
"3211","2021_00-0036278",2,13,24,54.1666666666667
"3212","2021_00-0036278",3,5,18,27.7777777777778
"3213","2021_00-0036278",4,0,3,0
"3214","2021_00-0036284",1,20,26,76.9230769230769
"3215","2021_00-0036284",2,17,22,77.2727272727273
"3216","2021_00-0036284",3,11,14,78.5714285714286
"3217","2021_00-0036284",4,1,2,50
"3218","2021_00-0036290",1,356,419,84.964200477327
"3219","2021_00-0036290",2,271,325,83.3846153846154
"3220","2021_00-0036290",3,171,207,82.6086956521739
"3221","2021_00-0036290",4,26,32,81.25
"3222","2021_00-0036295",1,402,426,94.3661971830986
"3223","2021_00-0036295",2,310,328,94.5121951219512
"3224","2021_00-0036295",3,197,214,92.0560747663551
"3225","2021_00-0036295",4,22,23,95.6521739130435
"3226","2021_00-0036297",1,1,31,3.2258064516129
"3227","2021_00-0036297",2,3,24,12.5
"3228","2021_00-0036297",3,2,15,13.3333333333333
"3229","2021_00-0036308",1,6,55,10.9090909090909
"3230","2021_00-0036308",2,7,46,15.2173913043478
"3231","2021_00-0036308",3,2,27,7.40740740740741
"3232","2021_00-0036308",4,0,3,0
"3233","2021_00-0036309",1,359,419,85.6801909307876
"3234","2021_00-0036309",2,290,325,89.2307692307692
"3235","2021_00-0036309",3,200,207,96.6183574879227
"3236","2021_00-0036309",4,29,32,90.625
"3237","2021_00-0036310",1,293,313,93.6102236421725
"3238","2021_00-0036310",2,223,243,91.7695473251029
"3239","2021_00-0036310",3,133,146,91.0958904109589
"3240","2021_00-0036310",4,10,11,90.9090909090909
"3241","2021_00-0036318",1,9,30,30
"3242","2021_00-0036318",2,8,23,34.7826086956522
"3243","2021_00-0036318",3,5,12,41.6666666666667
"3244","2021_00-0036318",4,0,1,0
"3245","2021_00-0036322",1,406,470,86.3829787234043
"3246","2021_00-0036322",2,330,360,91.6666666666667
"3247","2021_00-0036322",3,220,235,93.6170212765958
"3248","2021_00-0036322",4,16,19,84.2105263157895
"3249","2021_00-0036325",1,461,461,100
"3250","2021_00-0036325",2,374,376,99.468085106383
"3251","2021_00-0036325",3,245,245,100
"3252","2021_00-0036325",4,23,24,95.8333333333333
"3253","2021_00-0036326",1,345,436,79.1284403669725
"3254","2021_00-0036326",2,276,356,77.5280898876404
"3255","2021_00-0036326",3,206,237,86.9198312236287
"3256","2021_00-0036326",4,23,27,85.1851851851852
"3257","2021_00-0036327",1,470,470,100
"3258","2021_00-0036327",2,360,360,100
"3259","2021_00-0036327",3,235,235,100
"3260","2021_00-0036327",4,19,19,100
"3261","2021_00-0036328",1,316,465,67.9569892473118
"3262","2021_00-0036328",2,205,336,61.0119047619048
"3263","2021_00-0036328",3,63,221,28.5067873303167
"3264","2021_00-0036328",4,8,30,26.6666666666667
"3265","2021_00-0036331",1,239,525,45.5238095238095
"3266","2021_00-0036331",2,213,390,54.6153846153846
"3267","2021_00-0036331",3,137,220,62.2727272727273
"3268","2021_00-0036331",4,13,29,44.8275862068966
"3269","2021_00-0036332",1,170,478,35.5648535564854
"3270","2021_00-0036332",2,119,346,34.393063583815
"3271","2021_00-0036332",3,85,214,39.7196261682243
"3272","2021_00-0036332",4,9,24,37.5
"3273","2021_00-0036334",1,110,138,79.7101449275362
"3274","2021_00-0036334",2,73,95,76.8421052631579
"3275","2021_00-0036334",3,57,74,77.027027027027
"3276","2021_00-0036334",4,8,10,80
"3277","2021_00-0036336",1,10,56,17.8571428571429
"3278","2021_00-0036336",2,6,45,13.3333333333333
"3279","2021_00-0036336",3,3,27,11.1111111111111
"3280","2021_00-0036336",4,0,4,0
"3281","2021_00-0036339",1,242,271,89.2988929889299
"3282","2021_00-0036339",2,192,214,89.7196261682243
"3283","2021_00-0036339",3,127,141,90.0709219858156
"3284","2021_00-0036339",4,12,12,100
"3285","2021_00-0036340",1,8,129,6.2015503875969
"3286","2021_00-0036340",2,11,85,12.9411764705882
"3287","2021_00-0036340",3,1,54,1.85185185185185
"3288","2021_00-0036340",4,0,11,0
"3289","2021_00-0036342",1,170,263,64.638783269962
"3290","2021_00-0036342",2,118,186,63.4408602150538
"3291","2021_00-0036342",3,88,132,66.6666666666667
"3292","2021_00-0036342",4,9,17,52.9411764705882
"3293","2021_00-0036345",1,273,470,58.0851063829787
"3294","2021_00-0036345",2,249,360,69.1666666666667
"3295","2021_00-0036345",3,212,235,90.2127659574468
"3296","2021_00-0036345",4,14,19,73.6842105263158
"3297","2021_00-0036347",1,0,20,0
"3298","2021_00-0036347",2,0,17,0
"3299","2021_00-0036347",3,1,13,7.69230769230769
"3300","2021_00-0036347",4,0,1,0
"3301","2021_00-0036355",1,490,492,99.5934959349593
"3302","2021_00-0036355",2,375,377,99.4694960212202
"3303","2021_00-0036355",3,231,232,99.5689655172414
"3304","2021_00-0036355",4,37,37,100
"3305","2021_00-0036357",1,146,208,70.1923076923077
"3306","2021_00-0036357",2,122,170,71.7647058823529
"3307","2021_00-0036357",3,69,100,69
"3308","2021_00-0036357",4,6,10,60
"3309","2021_00-0036358",1,360,457,78.7746170678337
"3310","2021_00-0036358",2,274,352,77.8409090909091
"3311","2021_00-0036358",3,196,234,83.7606837606838
"3312","2021_00-0036358",4,23,25,92
"3313","2021_00-0036360",1,205,387,52.9715762273902
"3314","2021_00-0036360",2,145,281,51.6014234875445
"3315","2021_00-0036360",3,26,153,16.9934640522876
"3316","2021_00-0036360",4,0,4,0
"3317","2021_00-0036363",1,337,446,75.5605381165919
"3318","2021_00-0036363",2,270,355,76.056338028169
"3319","2021_00-0036363",3,158,212,74.5283018867924
"3320","2021_00-0036363",4,18,23,78.2608695652174
"3321","2021_00-0036365",1,361,494,73.0769230769231
"3322","2021_00-0036365",2,314,399,78.6967418546366
"3323","2021_00-0036365",3,184,234,78.6324786324786
"3324","2021_00-0036365",4,13,19,68.4210526315789
"3325","2021_00-0036367",1,254,323,78.6377708978328
"3326","2021_00-0036367",2,179,237,75.5274261603376
"3327","2021_00-0036367",3,92,134,68.6567164179104
"3328","2021_00-0036367",4,4,6,66.6666666666667
"3329","2021_00-0036369",1,510,524,97.3282442748092
"3330","2021_00-0036369",2,413,424,97.4056603773585
"3331","2021_00-0036369",3,244,247,98.7854251012146
"3332","2021_00-0036369",4,20,20,100
"3333","2021_00-0036370",1,50,290,17.2413793103448
"3334","2021_00-0036370",2,41,211,19.4312796208531
"3335","2021_00-0036370",3,38,132,28.7878787878788
"3336","2021_00-0036370",4,7,22,31.8181818181818
"3337","2021_00-0036376",1,481,490,98.1632653061225
"3338","2021_00-0036376",2,368,376,97.8723404255319
"3339","2021_00-0036376",3,242,250,96.8
"3340","2021_00-0036376",4,25,25,100
"3341","2021_00-0036382",1,5,110,4.54545454545455
"3342","2021_00-0036382",2,6,90,6.66666666666667
"3343","2021_00-0036382",3,3,63,4.76190476190476
"3344","2021_00-0036382",4,0,10,0
"3345","2021_00-0036383",1,47,256,18.359375
"3346","2021_00-0036383",2,41,209,19.6172248803828
"3347","2021_00-0036383",3,18,140,12.8571428571429
"3348","2021_00-0036383",4,3,17,17.6470588235294
"3349","2021_00-0036386",1,271,292,92.8082191780822
"3350","2021_00-0036386",2,213,226,94.2477876106195
"3351","2021_00-0036386",3,159,168,94.6428571428571
"3352","2021_00-0036386",4,17,22,77.2727272727273
"3353","2021_00-0036387",1,359,528,67.9924242424242
"3354","2021_00-0036387",2,247,388,63.659793814433
"3355","2021_00-0036387",3,193,245,78.7755102040816
"3356","2021_00-0036387",4,17,31,54.8387096774194
"3357","2021_00-0036389",1,461,468,98.5042735042735
"3358","2021_00-0036389",2,332,339,97.9351032448378
"3359","2021_00-0036389",3,207,213,97.1830985915493
"3360","2021_00-0036389",4,25,26,96.1538461538462
"3361","2021_00-0036391",1,435,435,100
"3362","2021_00-0036391",2,317,317,100
"3363","2021_00-0036391",3,203,204,99.5098039215686
"3364","2021_00-0036391",4,26,26,100
"3365","2021_00-0036392",1,162,221,73.3031674208145
"3366","2021_00-0036392",2,110,165,66.6666666666667
"3367","2021_00-0036392",3,78,121,64.4628099173554
"3368","2021_00-0036392",4,9,16,56.25
"3369","2021_00-0036396",1,229,272,84.1911764705882
"3370","2021_00-0036396",2,166,192,86.4583333333333
"3371","2021_00-0036396",3,107,119,89.9159663865546
"3372","2021_00-0036396",4,10,11,90.9090909090909
"3373","2021_00-0036397",1,7,25,28
"3374","2021_00-0036397",2,5,18,27.7777777777778
"3375","2021_00-0036397",3,5,14,35.7142857142857
"3376","2021_00-0036397",4,1,4,25
"3377","2021_00-0036398",1,0,24,0
"3378","2021_00-0036398",2,2,21,9.52380952380952
"3379","2021_00-0036398",3,1,13,7.69230769230769
"3380","2021_00-0036399",1,141,196,71.9387755102041
"3381","2021_00-0036399",2,108,148,72.972972972973
"3382","2021_00-0036399",3,67,93,72.0430107526882
"3383","2021_00-0036399",4,6,9,66.6666666666667
"3384","2021_00-0036406",1,454,477,95.1781970649895
"3385","2021_00-0036406",2,361,383,94.2558746736293
"3386","2021_00-0036406",3,209,222,94.1441441441441
"3387","2021_00-0036406",4,13,14,92.8571428571429
"3388","2021_00-0036407",1,145,246,58.9430894308943
"3389","2021_00-0036407",2,120,186,64.5161290322581
"3390","2021_00-0036407",3,97,122,79.5081967213115
"3391","2021_00-0036407",4,8,13,61.5384615384615
"3392","2021_00-0036408",1,294,294,100
"3393","2021_00-0036408",2,260,260,100
"3394","2021_00-0036408",3,185,185,100
"3395","2021_00-0036408",4,16,16,100
"3396","2021_00-0036410",1,354,452,78.3185840707965
"3397","2021_00-0036410",2,293,352,83.2386363636364
"3398","2021_00-0036410",3,189,211,89.5734597156398
"3399","2021_00-0036410",4,16,20,80
"3400","2021_00-0036412",1,35,89,39.3258426966292
"3401","2021_00-0036412",2,31,70,44.2857142857143
"3402","2021_00-0036412",3,20,41,48.780487804878
"3403","2021_00-0036412",4,3,5,60
"3404","2021_00-0036414",1,64,106,60.377358490566
"3405","2021_00-0036414",2,49,89,55.0561797752809
"3406","2021_00-0036414",3,13,59,22.0338983050847
"3407","2021_00-0036414",4,0,2,0
"3408","2021_00-0036415",1,462,564,81.9148936170213
"3409","2021_00-0036415",2,350,425,82.3529411764706
"3410","2021_00-0036415",3,229,261,87.7394636015326
"3411","2021_00-0036415",4,17,19,89.4736842105263
"3412","2021_00-0036417",1,316,337,93.7685459940653
"3413","2021_00-0036417",2,241,258,93.4108527131783
"3414","2021_00-0036417",3,143,154,92.8571428571429
"3415","2021_00-0036417",4,10,10,100
"3416","2021_00-0036422",1,183,215,85.1162790697674
"3417","2021_00-0036422",2,152,189,80.4232804232804
"3418","2021_00-0036422",3,96,136,70.5882352941177
"3419","2021_00-0036422",4,5,8,62.5
"3420","2021_00-0036423",1,177,362,48.8950276243094
"3421","2021_00-0036423",2,138,268,51.4925373134328
"3422","2021_00-0036423",3,71,175,40.5714285714286
"3423","2021_00-0036423",4,6,19,31.5789473684211
"3424","2021_00-0036424",1,22,160,13.75
"3425","2021_00-0036424",2,12,123,9.75609756097561
"3426","2021_00-0036424",3,5,76,6.57894736842105
"3427","2021_00-0036424",4,1,4,25
"3428","2021_00-0036425",1,58,370,15.6756756756757
"3429","2021_00-0036425",2,50,283,17.6678445229682
"3430","2021_00-0036425",3,48,173,27.7456647398844
"3431","2021_00-0036425",4,5,10,50
"3432","2021_00-0036427",1,258,505,51.0891089108911
"3433","2021_00-0036427",2,221,405,54.5679012345679
"3434","2021_00-0036427",3,137,236,58.0508474576271
"3435","2021_00-0036427",4,11,18,61.1111111111111
"3436","2021_00-0036429",1,153,564,27.1276595744681
"3437","2021_00-0036429",2,96,404,23.7623762376238
"3438","2021_00-0036429",3,26,238,10.9243697478992
"3439","2021_00-0036429",4,9,26,34.6153846153846
"3440","2021_00-0036438",1,13,82,15.8536585365854
"3441","2021_00-0036438",2,9,67,13.4328358208955
"3442","2021_00-0036438",3,13,48,27.0833333333333
"3443","2021_00-0036438",4,2,9,22.2222222222222
"3444","2021_00-0036439",1,12,146,8.21917808219178
"3445","2021_00-0036439",2,11,106,10.377358490566
"3446","2021_00-0036439",3,6,68,8.82352941176471
"3447","2021_00-0036439",4,0,8,0
"3448","2021_00-0036442",1,478,491,97.3523421588595
"3449","2021_00-0036442",2,368,380,96.8421052631579
"3450","2021_00-0036442",3,223,231,96.5367965367965
"3451","2021_00-0036442",4,19,20,95
"3452","2021_00-0036450",1,50,163,30.6748466257669
"3453","2021_00-0036450",2,44,139,31.6546762589928
"3454","2021_00-0036450",3,22,78,28.2051282051282
"3455","2021_00-0036450",4,2,5,40
"3456","2021_00-0036453",1,1,30,3.33333333333333
"3457","2021_00-0036453",2,0,26,0
"3458","2021_00-0036453",3,0,13,0
"3459","2021_00-0036456",1,104,327,31.8042813455657
"3460","2021_00-0036456",2,59,240,24.5833333333333
"3461","2021_00-0036456",3,13,143,9.09090909090909
"3462","2021_00-0036456",4,2,20,10
"3463","2021_00-0036457",1,74,269,27.5092936802974
"3464","2021_00-0036457",2,44,191,23.0366492146597
"3465","2021_00-0036457",3,25,100,25
"3466","2021_00-0036457",4,7,14,50
"3467","2021_00-0036474",1,29,214,13.5514018691589
"3468","2021_00-0036474",2,8,150,5.33333333333333
"3469","2021_00-0036474",3,1,109,0.917431192660551
"3470","2021_00-0036474",4,0,14,0
"3471","2021_00-0036482",1,29,182,15.9340659340659
"3472","2021_00-0036482",2,21,131,16.030534351145
"3473","2021_00-0036482",3,13,77,16.8831168831169
"3474","2021_00-0036482",4,2,8,25
"3475","2021_00-0036483",1,10,64,15.625
"3476","2021_00-0036483",2,7,49,14.2857142857143
"3477","2021_00-0036483",3,5,29,17.2413793103448
"3478","2021_00-0036483",4,0,2,0
"3479","2021_00-0036491",1,7,16,43.75
"3480","2021_00-0036491",2,7,15,46.6666666666667
"3481","2021_00-0036491",3,5,13,38.4615384615385
"3482","2021_00-0036491",4,0,1,0
"3483","2021_00-0036493",1,7,89,7.86516853932584
"3484","2021_00-0036493",2,4,69,5.79710144927536
"3485","2021_00-0036493",3,5,39,12.8205128205128
"3486","2021_00-0036493",4,1,3,33.3333333333333
"3487","2021_00-0036510",1,23,62,37.0967741935484
"3488","2021_00-0036510",2,16,49,32.6530612244898
"3489","2021_00-0036510",3,11,32,34.375
"3490","2021_00-0036510",4,1,4,25
"3491","2021_00-0036519",1,4,26,15.3846153846154
"3492","2021_00-0036519",2,4,25,16
"3493","2021_00-0036519",3,2,8,25
"3494","2021_00-0036519",4,1,1,100
"3495","2021_00-0036523",1,4,25,16
"3496","2021_00-0036523",2,3,22,13.6363636363636
"3497","2021_00-0036523",3,2,13,15.3846153846154
"3498","2021_00-0036526",1,11,110,10
"3499","2021_00-0036526",2,8,83,9.63855421686747
"3500","2021_00-0036526",3,2,43,4.65116279069767
"3501","2021_00-0036526",4,0,5,0
"3502","2021_00-0036534",1,14,40,35
"3503","2021_00-0036534",2,11,37,29.7297297297297
"3504","2021_00-0036534",3,16,30,53.3333333333333
"3505","2021_00-0036534",4,5,7,71.4285714285714
"3506","2021_00-0036550",1,259,398,65.0753768844221
"3507","2021_00-0036550",2,205,297,69.023569023569
"3508","2021_00-0036550",3,131,176,74.4318181818182
"3509","2021_00-0036550",4,19,28,67.8571428571429
"3510","2021_00-0036551",1,2,30,6.66666666666667
"3511","2021_00-0036551",2,2,23,8.69565217391304
"3512","2021_00-0036551",3,1,13,7.69230769230769
"3513","2021_00-0036551",4,0,1,0
"3514","2021_00-0036554",1,180,341,52.7859237536657
"3515","2021_00-0036554",2,151,275,54.9090909090909
"3516","2021_00-0036554",3,146,197,74.1116751269035
"3517","2021_00-0036554",4,11,13,84.6153846153846
"3518","2021_00-0036555",1,211,476,44.327731092437
"3519","2021_00-0036555",2,153,363,42.1487603305785
"3520","2021_00-0036555",3,71,230,30.8695652173913
"3521","2021_00-0036555",4,8,30,26.6666666666667
"3522","2021_00-0036556",1,75,233,32.1888412017167
"3523","2021_00-0036556",2,73,185,39.4594594594595
"3524","2021_00-0036556",3,74,129,57.3643410852713
"3525","2021_00-0036556",4,6,9,66.6666666666667
"3526","2021_00-0036557",1,62,147,42.1768707482993
"3527","2021_00-0036557",2,46,109,42.2018348623853
"3528","2021_00-0036557",3,29,68,42.6470588235294
"3529","2021_00-0036557",4,6,10,60
"3530","2021_00-0036560",1,6,88,6.81818181818182
"3531","2021_00-0036560",2,6,59,10.1694915254237
"3532","2021_00-0036560",3,1,29,3.44827586206897
"3533","2021_00-0036560",4,0,3,0
"3534","2021_00-0036566",1,12,58,20.6896551724138
"3535","2021_00-0036566",2,9,45,20
"3536","2021_00-0036566",3,6,26,23.0769230769231
"3537","2021_00-0036566",4,3,9,33.3333333333333
"3538","2021_00-0036567",1,319,408,78.1862745098039
"3539","2021_00-0036567",2,207,289,71.6262975778547
"3540","2021_00-0036567",3,28,172,16.2790697674419
"3541","2021_00-0036567",4,10,17,58.8235294117647
"3542","2021_00-0036569",1,7,99,7.07070707070707
"3543","2021_00-0036569",2,4,75,5.33333333333333
"3544","2021_00-0036569",3,1,56,1.78571428571429
"3545","2021_00-0036569",4,0,7,0
"3546","2021_00-0036571",1,0,29,0
"3547","2021_00-0036571",2,0,23,0
"3548","2021_00-0036571",3,1,12,8.33333333333333
"3549","2021_00-0036571",4,1,1,100
"3550","2021_00-0036572",1,25,167,14.9700598802395
"3551","2021_00-0036572",2,34,135,25.1851851851852
"3552","2021_00-0036572",3,24,96,25
"3553","2021_00-0036572",4,3,11,27.2727272727273
"3554","2021_00-0036577",1,30,56,53.5714285714286
"3555","2021_00-0036577",2,26,44,59.0909090909091
"3556","2021_00-0036577",3,20,33,60.6060606060606
"3557","2021_00-0036577",4,4,4,100
"3558","2021_00-0036582",1,2,31,6.45161290322581
"3559","2021_00-0036582",2,0,28,0
"3560","2021_00-0036582",3,0,18,0
"3561","2021_00-0036583",1,3,29,10.3448275862069
"3562","2021_00-0036583",2,2,19,10.5263157894737
"3563","2021_00-0036583",3,1,12,8.33333333333333
"3564","2021_00-0036583",4,0,1,0
"3565","2021_00-0036596",1,30,56,53.5714285714286
"3566","2021_00-0036596",2,23,49,46.9387755102041
"3567","2021_00-0036596",3,16,36,44.4444444444444
"3568","2021_00-0036596",4,1,4,25
"3569","2021_00-0036598",1,0,26,0
"3570","2021_00-0036598",2,1,22,4.54545454545455
"3571","2021_00-0036598",3,0,13,0
"3572","2021_00-0036598",4,0,1,0
"3573","2021_00-0036603",1,25,64,39.0625
"3574","2021_00-0036603",2,21,46,45.6521739130435
"3575","2021_00-0036603",3,15,25,60
"3576","2021_00-0036603",4,0,3,0
"3577","2021_00-0036613",1,378,459,82.3529411764706
"3578","2021_00-0036613",2,310,373,83.1099195710456
"3579","2021_00-0036613",3,216,244,88.5245901639344
"3580","2021_00-0036613",4,18,23,78.2608695652174
"3581","2021_00-0036616",1,266,285,93.3333333333333
"3582","2021_00-0036616",2,201,220,91.3636363636364
"3583","2021_00-0036616",3,133,147,90.4761904761905
"3584","2021_00-0036616",4,9,11,81.8181818181818
"3585","2021_00-0036618",1,206,249,82.7309236947791
"3586","2021_00-0036618",2,152,181,83.9779005524862
"3587","2021_00-0036618",3,95,114,83.3333333333333
"3588","2021_00-0036618",4,10,15,66.6666666666667
"3589","2021_00-0036619",1,47,139,33.8129496402878
"3590","2021_00-0036619",2,37,107,34.5794392523364
"3591","2021_00-0036619",3,25,75,33.3333333333333
"3592","2021_00-0036619",4,1,6,16.6666666666667
"3593","2021_00-0036620",1,74,259,28.5714285714286
"3594","2021_00-0036620",2,60,196,30.6122448979592
"3595","2021_00-0036620",3,54,129,41.8604651162791
"3596","2021_00-0036620",4,2,8,25
"3597","2021_00-0036622",1,153,168,91.0714285714286
"3598","2021_00-0036622",2,118,129,91.4728682170543
"3599","2021_00-0036622",3,71,78,91.025641025641
"3600","2021_00-0036622",4,8,10,80
